"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"m[140] Harper Polling/Clarity Campaign Labs",2.27811610882365,2.27952,2.47499450488232,11329.4,0.95,-3.63188,8.49198,NA,NA,NA,NA,NA,NA,NA
"m[141] Harris Insights & Analytics",-1.49655393060267,-1.50182,-1.48619026991359,11001,0.95,-2.34432,-0.64235,NA,NA,NA,NA,NA,NA,NA
"m[142] Harstad Strategic Research Inc.",2.16984397909463,2.14907,1.9943657040965,11001,0.95,-1.03392,5.34111,NA,NA,NA,NA,NA,NA,NA
"m[143] Harvard University",2.22405078706908,2.21995,1.84126630005559,10285.1,0.95,-3.69428,8.32224,NA,NA,NA,NA,NA,NA,NA
"m[144] Hays Research Group",6.69760545337697,6.72065,7.07672471282537,11001,0.95,1.83266,11.399,NA,NA,NA,NA,NA,NA,NA
"m[145] Hellenthal & Associates",2.53998720156168,2.5088,2.40228219319827,11001,0.95,-2.2158,7.38262,NA,NA,NA,NA,NA,NA,NA
"m[146] Hendrix College",4.00535755944096,4.01158,4.13544486567144,10537.2,0.95,1.05488,6.82964,NA,NA,NA,NA,NA,NA,NA
"m[147] Hickman Analytics",2.82810130567367,2.84037,3.24242466526661,11001,0.95,-2.89374,9.25337,NA,NA,NA,NA,NA,NA,NA
"m[148] High Point University",0.200684691267158,0.218602,0.431976479837004,11001,0.95,-5.348,5.44151,NA,NA,NA,NA,NA,NA,NA
"m[149] HighGround Inc.",-1.81930766170596,-1.83699,-2.01775647116128,11154,0.95,-7.12949,3.53877,NA,NA,NA,NA,NA,NA,NA
"m[150] Hill Research Consultants",-2.32913191158295,-2.3513,-2.45481324819189,11001,0.95,-6.32737,1.81486,NA,NA,NA,NA,NA,NA,NA
"m[151] Hoffman Research Group",-2.23335729262431,-2.2086,-2.1749977603926,11032.7,0.95,-7.64139,3.023,NA,NA,NA,NA,NA,NA,NA
"m[152] Howey Politics/DePauw University",0.504980943728297,0.497723,0.649458138204309,11001,0.95,-3.42184,4.31357,NA,NA,NA,NA,NA,NA,NA
"m[153] Humphrey Institute",2.95805581811981,2.96133,3.01244315142182,11001,0.95,-0.431351,6.5329,NA,NA,NA,NA,NA,NA,NA
"m[154] IBD/TIPP",-1.72758843651468,-1.73314,-1.77990416061288,11001,0.95,-3.81871,0.272367,NA,NA,NA,NA,NA,NA,NA
"m[155] Illinois Wesleyan University",-4.37497444443687,-4.35499,-4.23633238578494,11001,0.95,-9.14776,0.524597,NA,NA,NA,NA,NA,NA,NA
"m[156] IMGE Insights",-2.72251572924734,-2.6911,-2.50802875354178,11001,0.95,-8.01928,2.54465,NA,NA,NA,NA,NA,NA,NA
"m[157] Independent Market Research",2.54628745115344,2.54665,2.2265947346709,11001,0.95,-2.9356,7.80063,NA,NA,NA,NA,NA,NA,NA
"m[158] Indiana University",0.586671940445687,0.569878,0.574380144697987,11001,0.95,-4.9117,5.90026,NA,NA,NA,NA,NA,NA,NA
"m[159] Insights West",-0.272942254882283,-0.272907,-0.324828294630499,11001,0.95,-3.64756,3.2653,NA,NA,NA,NA,NA,NA,NA
"m[160] Iona College",1.54140535211263,1.52318,1.60996986875077,10917.9,0.95,-4.42128,7.68377,NA,NA,NA,NA,NA,NA,NA
"m[161] Ipsos",0.520236479864921,0.516426,0.43728173652042,11001,0.95,-0.937111,1.90932,NA,NA,NA,NA,NA,NA,NA
"m[162] Jayhawk Consulting",17.0873698336515,17.0359,16.8272017422371,11001,0.95,11.4328,22.9087,NA,NA,NA,NA,NA,NA,NA
"m[163] Jeffrey Stonecash",-2.23460968325116,-2.21505,-2.31474057982743,11001,0.95,-8.38004,3.66807,NA,NA,NA,NA,NA,NA,NA
"m[164] Jim Meader (KELOLAND-TV)",2.94786918387153,2.95648,3.13786852220846,11001,0.95,-1.55849,7.37831,NA,NA,NA,NA,NA,NA,NA
"m[165] JMC Analytics",-2.352208538988,-2.34931,-2.47665386500873,11001,0.95,-5.42973,0.682329,NA,NA,NA,NA,NA,NA,NA
"m[166] JMC Analytics/Bold Blue Campaigns",-3.61385678003954,-3.61578,-3.72010785777565,11001,0.95,-7.73595,0.526567,NA,NA,NA,NA,NA,NA,NA
"m[167] Keating Research",0.729005153416871,0.727472,1.0298064751212,11282,0.95,-3.33245,4.93777,NA,NA,NA,NA,NA,NA,NA
"m[168] Keating Research/OnSight Public Affairs/Melanson",-0.561836916018998,-0.555319,-0.606613261041261,11052.6,0.95,-6.52487,5.44,NA,NA,NA,NA,NA,NA,NA
"m[169] KG Polling",1.17028960937097,1.17267,1.15155662716037,11001,0.95,-4.20776,6.57714,NA,NA,NA,NA,NA,NA,NA
"m[170] Kiley & Company",3.1908793286364,3.21803,3.68131788958105,11720.4,0.95,-1.83078,7.87597,NA,NA,NA,NA,NA,NA,NA
"m[171] Kimball Political Consulting",-4.90547936854104,-4.86662,-4.68780505150458,10380.5,0.95,-9.52176,-0.556673,NA,NA,NA,NA,NA,NA,NA
"m[172] Knowledge Networks",2.30525963461413,2.30313,2.31519721782326,11618.9,0.95,-2.67839,7.05582,NA,NA,NA,NA,NA,NA,NA
"m[173] KRC/Communications Research",0.633159429132124,0.632621,0.511874359304278,11022,0.95,-2.43003,3.73059,NA,NA,NA,NA,NA,NA,NA
"m[174] Lake Research Partners",1.99641258143442,1.98727,1.91171681441706,11001,0.95,-1.15204,5.31506,NA,NA,NA,NA,NA,NA,NA
"m[175] Landmark Communications",2.6123643173257,2.60608,2.47894286656946,11001,0.95,0.748098,4.49862,NA,NA,NA,NA,NA,NA,NA
"m[176] Lauer Johnson Research",4.26834144160567,4.2445,4.28500391098093,11001,0.95,-1.94225,10.3492,NA,NA,NA,NA,NA,NA,NA
"m[177] Lauer Lalley Victoria Inc.",-0.267840340263649,-0.248943,0.306784172205074,11001,0.95,-6.45423,5.5665,NA,NA,NA,NA,NA,NA,NA
"m[178] Lincoln Institute",-1.63777960761994,-1.62841,-1.99507905743724,11001,0.95,-7.04152,3.75743,NA,NA,NA,NA,NA,NA,NA
"m[179] Loras College",3.74401289194619,3.7571,4.00069828426459,11001,0.95,0.971926,6.59374,NA,NA,NA,NA,NA,NA,NA
"m[180] Los Angeles Times",-0.237057837133806,-0.229784,-0.17971883254361,11001,0.95,-2.48566,1.95886,NA,NA,NA,NA,NA,NA,NA
"m[181] Louis Harris & Associates",0.573865468001091,0.578831,-0.0859559860368186,11001,0.95,-4.84046,5.866,NA,NA,NA,NA,NA,NA,NA
"m[182] Louisville Courier-Journal",-1.02339581659975,-1.02401,-1.10655728993566,11001,0.95,-4.33101,2.41194,NA,NA,NA,NA,NA,NA,NA
"m[183] Lucid",3.50207307056813,3.49375,3.51742526064463,11001,0.95,1.3132,5.58933,NA,NA,NA,NA,NA,NA,NA
"m[184] Lycoming College",4.09781289362822,4.0638,4.00558692327898,11001,0.95,-0.746033,8.97204,NA,NA,NA,NA,NA,NA,NA
"m[185] M4 Strategies",-1.24580948090167,-1.2734,-1.86275993174248,11001,0.95,-6.73742,3.80402,NA,NA,NA,NA,NA,NA,NA
"m[186] Magellan Strategies",-1.44509759242378,-1.44578,-1.31506107016701,10560.3,0.95,-4.43811,1.70518,NA,NA,NA,NA,NA,NA,NA
"m[187] Maine People's Resource Center",0.43121687998382,0.426445,0.314696633529858,11001,0.95,-2.5821,3.25064,NA,NA,NA,NA,NA,NA,NA
"m[188] Manhattanville College",-3.5446333289161,-3.5469,-3.65156212078107,10872.5,0.95,-9.01432,1.70155,NA,NA,NA,NA,NA,NA,NA
"m[189] MarblePort",-2.32402365504609,-2.29358,-2.33247152840577,11001,0.95,-7.76297,2.90209,NA,NA,NA,NA,NA,NA,NA
"m[190] Marist College",-0.340803192256977,-0.341345,-0.37858210014342,11001,0.95,-1.36407,0.739735,NA,NA,NA,NA,NA,NA,NA
"m[191] Market Decisions",-0.465580376357604,-0.470191,-0.424012677849984,11001,0.95,-4.78683,4.10771,NA,NA,NA,NA,NA,NA,NA
"m[192] Market Research Insight",3.27809740981974,3.26523,3.15042809116846,11001,0.95,0.113908,6.29817,NA,NA,NA,NA,NA,NA,NA
"m[193] Market Research Institute Inc.",0.558854678284429,0.537297,0.311664913684798,11001,0.95,-2.65091,3.50285,NA,NA,NA,NA,NA,NA,NA
"m[194] Market Shares Corp.",-3.64323308121807,-3.63611,-3.57542587235753,11001,0.95,-5.84381,-1.29892,NA,NA,NA,NA,NA,NA,NA
"m[195] Market Solutions Group",0.110141510854931,0.104702,-0.122348922024289,11001,0.95,-5.34277,5.42876,NA,NA,NA,NA,NA,NA,NA
"m[196] Market Strategies International",-0.110639195049768,-0.0673708,0.245490340409392,11001,0.95,-6.09118,6.02357,NA,NA,NA,NA,NA,NA,NA
"m[197] Market Trends Pacific",1.52818129378147,1.4908,1.77945998159697,10658.4,0.95,-4.74243,7.4174,NA,NA,NA,NA,NA,NA,NA
"m[198] MarketAide Services Inc.",3.41226320479438,3.37345,3.17359435322484,11001,0.95,-2.47852,9.54961,NA,NA,NA,NA,NA,NA,NA
"m[199] Marketing Research Institute",-1.91936222874002,-1.93547,-2.39092445296,11001,0.95,-7.83726,4.2259,NA,NA,NA,NA,NA,NA,NA
"m[200] Marketing Resource Group (MRG)",1.31665847979738,1.29703,1.12336690945583,11001,0.95,-2.31698,5.33168,NA,NA,NA,NA,NA,NA,NA
"m[201] Marketing Workshop",1.26242963104181,1.2692,1.23136889370703,11001,0.95,-2.59569,4.8305,NA,NA,NA,NA,NA,NA,NA
"m[202] Marquette University Law School",0.862825870336333,0.847103,0.861892799296192,10407.9,0.95,-2.56216,4.34494,NA,NA,NA,NA,NA,NA,NA
"m[203] Marshall Marketing & Communications",-1.46698620650468,-1.46738,-1.00753292952042,11664.6,0.95,-6.27911,3.36564,NA,NA,NA,NA,NA,NA,NA
"m[204] Mason Strategies",0.761942030878647,0.760654,0.466910282127776,11001,0.95,-5.27861,6.81967,NA,NA,NA,NA,NA,NA,NA
"m[205] Mason-Dixon Polling & Strategy",-0.694566648875011,-0.698023,-0.7003710670477,11001,0.95,-1.25138,-0.0975443,NA,NA,NA,NA,NA,NA,NA
"m[206] Massie & Associates",-10.6221533986274,-10.6163,-10.5712607051466,11001,0.95,-16.2058,-5.08741,NA,NA,NA,NA,NA,NA,NA
"m[207] MassINC Polling Group",-1.93729253957032,-1.91722,-1.77878700893234,11001,0.95,-4.99584,0.891703,NA,NA,NA,NA,NA,NA,NA
"m[208] McCulloch Research & Polling",-3.28129675156548,-3.26532,-3.03524154816921,11052.9,0.95,-7.86043,1.11348,NA,NA,NA,NA,NA,NA,NA
"m[209] McKeon & Associates",1.56219355814644,1.56891,1.73858433985921,11001,0.95,-3.95211,6.72277,NA,NA,NA,NA,NA,NA,NA
"m[210] McLaughlin & Associates",-1.88238686863621,-1.88384,-2.02201020991075,11001,0.95,-4.12866,0.219258,NA,NA,NA,NA,NA,NA,NA
"m[211] Meeting Street Research",1.01612852415929,0.975013,0.659290665301997,11001,0.95,-5.01725,7.1912,NA,NA,NA,NA,NA,NA,NA
"m[212] Mellman Group",4.00153845617671,3.99302,3.93729184531048,11001,0.95,1.78189,6.32823,NA,NA,NA,NA,NA,NA,NA
"m[213] Mercyhurst University",0.0202992621094446,-0.00801262,0.0379749050253952,11001,0.95,-6.09006,6.30777,NA,NA,NA,NA,NA,NA,NA
"m[214] Michigan State University",-0.0840161087236615,-0.0486273,0.267891471808223,10606.1,0.95,-5.35727,5.4357,NA,NA,NA,NA,NA,NA,NA
"m[215] Middle Tennessee State University",2.95052136181847,2.92698,2.34118475936561,11377.9,0.95,-1.56777,7.21454,NA,NA,NA,NA,NA,NA,NA
"m[216] Midwest Survey and Research",-0.445808962453413,-0.436927,-0.254474728913539,11001,0.95,-5.27522,4.37231,NA,NA,NA,NA,NA,NA,NA
"m[217] Millersville University",-6.94217387092083,-6.93158,-7.01890901987144,11001,0.95,-11.1972,-2.84674,NA,NA,NA,NA,NA,NA,NA
"m[218] Minnesota State University Moorhead",3.94326778714944,3.94472,4.11837525919885,11001,0.95,-0.46724,8.43535,NA,NA,NA,NA,NA,NA,NA
"m[219] Missouri State University",2.38405614489701,2.35747,2.27972777146154,11001,0.95,-2.61729,7.06581,NA,NA,NA,NA,NA,NA,NA
"m[220] Mitchell Research & Communications",1.31435466367012,1.31439,1.39668558481323,11001,0.95,-0.392365,3.00628,NA,NA,NA,NA,NA,NA,NA
"m[221] Momentum Analysis",3.278287387962,3.26427,3.07629202291796,11001,0.95,-1.43802,8.28752,NA,NA,NA,NA,NA,NA,NA
"m[222] Monmouth University",1.74114969133352,1.7345,1.68221029342842,11211.1,0.95,0.411982,3.0263,NA,NA,NA,NA,NA,NA,NA
"m[223] Montana State University Billings",2.31254614402536,2.32803,2.62988348795172,11001,0.95,-1.32077,6.02244,NA,NA,NA,NA,NA,NA,NA
"m[224] Moore Information",-3.14531188333633,-3.14961,-3.18497246473884,11001,0.95,-6.3435,0.189882,NA,NA,NA,NA,NA,NA,NA
"m[225] Morning Consult",0.600289386565285,0.606662,0.706243576153215,11001,0.95,-2.32479,3.6505,NA,NA,NA,NA,NA,NA,NA
"m[226] MRG Research",-4.89214006735751,-4.88926,-4.68681353870306,11001,0.95,-7.25561,-2.65391,NA,NA,NA,NA,NA,NA,NA
"m[227] MSR Group",2.0148096368033,2.00785,2.08347906942968,11001,0.95,-2.96157,6.79998,NA,NA,NA,NA,NA,NA,NA
"m[228] Muhlenberg College",-0.261672245559586,-0.265584,-0.404307298332943,11001,0.95,-2.22879,1.79761,NA,NA,NA,NA,NA,NA,NA
"m[229] Multi-Quest International",0.587211720080902,0.603664,0.833164912664643,11001,0.95,-4.69729,5.85919,NA,NA,NA,NA,NA,NA,NA
"m[230] National Journal",-0.475808239485138,-0.482215,-0.479516191055558,10662.5,0.95,-3.39573,2.42194,NA,NA,NA,NA,NA,NA,NA
"m[231] National Research Inc.",-2.33833647790174,-2.33933,-2.44198518163051,11001,0.95,-5.98413,1.35434,NA,NA,NA,NA,NA,NA,NA
"m[232] NBC News/The Wall Street Journal",1.1727857478002,1.17084,1.2453598531189,11001,0.95,-0.894069,3.30743,NA,NA,NA,NA,NA,NA,NA
"m[233] Neighbor",-4.71455310873193,-4.70244,-3.86892008031404,11322.5,0.95,-10.834,1.59751,NA,NA,NA,NA,NA,NA,NA
"m[234] Neighborhood Research and Media",-0.760675997968912,-0.760751,-0.636641316875725,11001,0.95,-6.56683,5.60434,NA,NA,NA,NA,NA,NA,NA
"m[235] New England College",-2.74752670041014,-2.73982,-2.86070038329862,10306.1,0.95,-5.20724,-0.348187,NA,NA,NA,NA,NA,NA,NA
"m[236] Nielson Brothers Polling",9.66288191891646,9.65898,9.38898021705822,11001,0.95,6.21685,12.972,NA,NA,NA,NA,NA,NA,NA
"m[237] Normington, Petts & Associates",2.21610384186029,2.20378,2.07386277803521,11001,0.95,-0.920245,5.57847,NA,NA,NA,NA,NA,NA,NA
"m[238] North Star Opinion Research/Ayres, McHenry & Associates",-2.38034582715199,-2.39528,-2.2025894843713,11001,0.95,-6.30385,1.54011,NA,NA,NA,NA,NA,NA,NA
"m[239] Northern Arizona University",-1.92514810192937,-1.91154,-1.99128035825104,11572.7,0.95,-6.30876,2.47254,NA,NA,NA,NA,NA,NA,NA
"m[240] NPR",0.65660997894446,0.667718,0.428403956745735,11140.6,0.95,-3.86518,5.56022,NA,NA,NA,NA,NA,NA,NA
"m[241] NRECA Market Research",2.04125786432197,2.0615,2.14994834644023,10508.7,0.95,-4.14177,8.21832,NA,NA,NA,NA,NA,NA,NA
"m[242] Odney",0.867772016115171,0.84738,0.926975088514208,11001,0.95,-5.17796,6.9377,NA,NA,NA,NA,NA,NA,NA
"m[243] Ogden & Fry",0.0516357997527525,0.0722971,0.415969723438371,11001,0.95,-5.53631,5.18674,NA,NA,NA,NA,NA,NA,NA
"m[244] OH Predictive Insights",-3.25521313036724,-3.23999,-3.10395205478149,11001,0.95,-7.58502,1.24982,NA,NA,NA,NA,NA,NA,NA
"m[245] Ohio State University",-0.796192826600945,-0.756947,-0.569966578328483,11001,0.95,-6.71872,5.35876,NA,NA,NA,NA,NA,NA,NA
"m[246] Ohio University",4.14107266756404,4.11485,3.99309762078686,11001,0.95,-0.979521,9.74561,NA,NA,NA,NA,NA,NA,NA
"m[247] Old Dominion University",1.50258550940217,1.45828,1.08229240674821,11696.6,0.95,-4.72667,7.48553,NA,NA,NA,NA,NA,NA,NA
"m[248] OnMessage Inc.",-4.05924421947732,-4.06524,-4.3867602531824,11001,0.95,-7.09105,-0.951717,NA,NA,NA,NA,NA,NA,NA
"m[249] OnPoint",1.13828132401236,1.145,1.10742556626587,11001,0.95,-3.18115,5.59879,NA,NA,NA,NA,NA,NA,NA
"m[250] Opinion Consultants",-2.76177155404191,-2.78353,-2.87402414121556,11001,0.95,-7.73597,2.87072,NA,NA,NA,NA,NA,NA,NA
"m[251] Opinion Research Associates",6.61356733478775,6.61042,6.52226014082654,11001,0.95,3.74468,9.29506,NA,NA,NA,NA,NA,NA,NA
"m[252] Opinion Savvy/InsiderAdvantage",1.73167017013272,1.7359,1.63285336894115,11001,0.95,-0.0671696,3.37522,NA,NA,NA,NA,NA,NA,NA
"m[253] OpinionWorks",-2.09540329591355,-2.04944,-1.79608069806042,11001,0.95,-5.90484,1.93275,NA,NA,NA,NA,NA,NA,NA
"m[254] Optimus",-3.24635320715344,-3.27053,-3.3749758536706,11001,0.95,-6.12387,-0.443035,NA,NA,NA,NA,NA,NA,NA
"m[255] Orion Strategies",0.971068550700664,0.945294,0.642942307814703,11766.6,0.95,-3.73388,5.94062,NA,NA,NA,NA,NA,NA,NA
"m[256] Pacific Market Research",-3.18856260181638,-3.16733,-2.18907201185227,9268,0.95,-8.68428,1.99602,NA,NA,NA,NA,NA,NA,NA
"m[257] Pan Atlantic Research",2.36196175868648,2.37405,2.3934323450806,11001,0.95,-0.375165,4.98908,NA,NA,NA,NA,NA,NA,NA
"m[258] Pew Research Center",1.92534515776814,1.92047,1.91064591383191,10415.5,0.95,-0.220403,4.04949,NA,NA,NA,NA,NA,NA,NA
"m[259] Pharos Research Group",1.51988962232243,1.52455,1.45536313594895,11001,0.95,-0.328045,3.44343,NA,NA,NA,NA,NA,NA,NA
"m[260] Polling Company/Global Strategy Group (Hotline Bullseye)",-2.56430188624507,-2.58226,-2.24685316951453,10465.1,0.95,-6.95369,1.75671,NA,NA,NA,NA,NA,NA,NA
"m[261] Potomac Incorporated",-2.15019948343348,-2.17628,-2.1600852623376,11001,0.95,-6.00566,1.84157,NA,NA,NA,NA,NA,NA,NA
"m[262] Praecones Analytica",-0.85793744693746,-0.86447,-1.02249708407774,11001,0.95,-5.7,4.14768,NA,NA,NA,NA,NA,NA,NA
"m[263] Princeton Survey Research Associates International",1.16521522959149,1.17335,1.2111817572808,11001,0.95,-0.716788,3.01981,NA,NA,NA,NA,NA,NA,NA
"m[264] Probolsky Research",-4.08055189970821,-4.06508,-3.775531699646,11001,0.95,-8.94035,0.723716,NA,NA,NA,NA,NA,NA,NA
"m[265] PSB Research",6.18528212980638,6.17357,6.06670722223286,11384.7,0.95,3.69818,8.58906,NA,NA,NA,NA,NA,NA,NA
"m[266] PSI",-0.732488229779293,-0.733597,-0.8199366306767,11801.3,0.95,-6.74148,5.32363,NA,NA,NA,NA,NA,NA,NA
"m[267] Public Opinion Strategies",-2.27733172882647,-2.28394,-2.39485808784498,11001,0.95,-3.69455,-0.90569,NA,NA,NA,NA,NA,NA,NA
"m[268] Public Policy Institute of California",-3.44278157346623,-3.4296,-3.32556012109288,11001,0.95,-6.5453,-0.228797,NA,NA,NA,NA,NA,NA,NA
"m[269] Public Policy Polling",0.367101523482502,0.369712,0.40592210859834,11001,0.95,-0.281036,1.02838,NA,NA,NA,NA,NA,NA,NA
"m[270] Public Religion Research Institute",0.348416302928643,0.375719,0.421148762281049,11001,0.95,-5.84349,6.3214,NA,NA,NA,NA,NA,NA,NA
"m[271] Purple Strategies",-1.73013512634301,-1.73905,-1.79829583842782,11001,0.95,-6.16024,2.6326,NA,NA,NA,NA,NA,NA,NA
"m[272] Quinnipiac University",0.217289177607617,0.210616,0.167369520131158,11001,0.95,-0.718838,1.09043,NA,NA,NA,NA,NA,NA,NA
"m[273] RABA Research",2.24496579302209,2.26703,2.59556971805728,11710.5,0.95,-3.7539,8.38332,NA,NA,NA,NA,NA,NA,NA
"m[274] Rainmaker Media Group",3.73651528263632,3.73606,4.0712573576638,11001,0.95,-2.23561,9.93963,NA,NA,NA,NA,NA,NA,NA
"m[275] RAND (American Life Panel)",1.03278840529409,1.0136,0.927822792776789,11001,0.95,-3.23003,5.59722,NA,NA,NA,NA,NA,NA,NA
"m[276] Rasmussen Reports/Pulse Opinion Research",-1.55092614089628,-1.55024,-1.50857294844091,11001,0.95,-2.00864,-1.07558,NA,NA,NA,NA,NA,NA,NA
"m[277] RBI Strategies & Research",0.0469404939007363,0.0736498,-0.0227907435502832,10003.9,0.95,-5.84432,6.27476,NA,NA,NA,NA,NA,NA,NA
"m[278] Red Sea Communications",-1.08948112163285,-1.10297,-1.53828863358037,11001,0.95,-7.01773,4.8525,NA,NA,NA,NA,NA,NA,NA
"m[279] Remington Research Group",1.90566125932452,1.90436,1.85114651274573,11001,0.95,0.0867995,3.66669,NA,NA,NA,NA,NA,NA,NA
"m[280] Research & Polling Inc.",-1.6113056811797,-1.62022,-1.81635883951316,11001,0.95,-3.52501,0.337909,NA,NA,NA,NA,NA,NA,NA
"m[281] Research 2000",1.53738018943732,1.53467,1.50359489829677,11001,0.95,0.815428,2.23508,NA,NA,NA,NA,NA,NA,NA
"m[282] Research America Inc.",0.711393776770748,0.692949,0.597698781400448,11001,0.95,-5.76069,6.57522,NA,NA,NA,NA,NA,NA,NA
"m[283] Research Co.",-0.909628565225152,-0.897291,-0.83217263738335,11001,0.95,-3.24912,1.52858,NA,NA,NA,NA,NA,NA,NA
"m[284] Revily",0.0697784975542223,0.0199704,-0.441164517532417,11001,0.95,-5.97001,6.15532,NA,NA,NA,NA,NA,NA,NA
"m[285] Rhode Island College",-0.84787577954426,-0.888035,-1.18093910452501,12119,0.95,-5.39772,3.56299,NA,NA,NA,NA,NA,NA,NA
"m[286] Rice University",2.84852117529443,2.82888,2.80745323853311,10582.4,0.95,-2.52577,8.08883,NA,NA,NA,NA,NA,NA,NA
"m[287] Richard Day Research Inc.",-2.28474096070148,-2.26464,-2.01643628341807,11001,0.95,-5.37515,0.827431,NA,NA,NA,NA,NA,NA,NA
"m[288] Richmond Times-Dispatch",1.94160999391201,1.93372,2.23057131743952,11001,0.95,-2.5562,6.26889,NA,NA,NA,NA,NA,NA,NA
"m[289] Riggs Research Services",10.0052676774111,9.91005,9.69564721690452,11001,0.95,3.76778,16.5701,NA,NA,NA,NA,NA,NA,NA
"m[290] Riley Research Associates",-0.375446826743296,-0.365882,-0.273959449625195,11376.2,0.95,-4.13443,3.27174,NA,NA,NA,NA,NA,NA,NA
"m[291] Rivercity Polling",-1.75438864287356,-1.72396,-1.36668091267394,11001,0.95,-7.80194,4.59517,NA,NA,NA,NA,NA,NA,NA
"m[292] RKM Research and Communications Inc.",-0.36610041620819,-0.367484,-0.484985340421077,11001,0.95,-2.67326,2.0591,NA,NA,NA,NA,NA,NA,NA
"m[293] RMS Research",-0.855442860318789,-0.849857,-0.539730299560933,10645,0.95,-6.05592,4.60409,NA,NA,NA,NA,NA,NA,NA
"m[294] Roanoke College",1.53013525044305,1.51718,1.38348669039241,11001,0.95,-1.25527,4.49329,NA,NA,NA,NA,NA,NA,NA
"m[295] Rossman Group",1.44404144693564,1.41349,1.26175242037708,11234.2,0.95,-4.64436,7.45794,NA,NA,NA,NA,NA,NA,NA
"m[296] RRH Elections",1.43105812382093,1.41457,1.38155592194001,11001,0.95,-1.81094,4.75267,NA,NA,NA,NA,NA,NA,NA
"m[297] RT Strategies",2.06854279395691,2.07056,1.92235172880087,11001,0.95,0.347406,3.7133,NA,NA,NA,NA,NA,NA,NA
"m[298] Rutgers University",-0.0802759546336151,-0.0664299,0.0351938348524836,11001,0.95,-2.80408,2.71951,NA,NA,NA,NA,NA,NA,NA
"m[299] Sacred Heart University",-1.38616381866758,-1.38475,-1.72098631132916,11001,0.95,-7.30081,4.77046,NA,NA,NA,NA,NA,NA,NA
"m[300] Saguaro Strategies",2.42464381908572,2.38665,1.81905802506031,10587.4,0.95,-2.7168,8.056,NA,NA,NA,NA,NA,NA,NA
"m[301] Saint Leo University",6.13357328105627,6.14515,6.42222386811421,11001,0.95,2.3437,10.1356,NA,NA,NA,NA,NA,NA,NA
"m[302] Schoen Consulting",-0.452609810610308,-0.437121,-0.198423513825047,11350,0.95,-6.55042,5.41707,NA,NA,NA,NA,NA,NA,NA
"m[303] Scripps Howard",-1.33761714244809,-1.32002,-1.16181972149805,11001,0.95,-5.34956,2.79759,NA,NA,NA,NA,NA,NA,NA
"m[304] SEA Polling & Strategic Design",1.79493743635137,1.77296,1.56973721999006,12261.8,0.95,-1.33978,5.014,NA,NA,NA,NA,NA,NA,NA
"m[305] Selzer & Co.",0.149723774685938,0.151387,0.254170242236617,11001,0.95,-1.87693,2.06277,NA,NA,NA,NA,NA,NA,NA
"m[306] Siena College",-1.03345342351723,-1.03031,-1.13273666515063,11001,0.95,-2.60085,0.561717,NA,NA,NA,NA,NA,NA,NA
"m[307] Siena College/The New York Times Upshot",-0.392724691168148,-0.40164,-0.465316583989169,11001,0.95,-1.81327,1.00459,NA,NA,NA,NA,NA,NA,NA
"m[308] Singularis Group",0.0578744722577947,0.0703827,0.907910277989799,11001,0.95,-6.07965,5.94938,NA,NA,NA,NA,NA,NA,NA
"m[309] Slingshot Strategies",2.8567747191149,2.83452,2.85512426327313,11406.9,0.95,-3.08328,9.06537,NA,NA,NA,NA,NA,NA,NA
"m[310] SMS Research & Marketing Services Inc.",-2.43028628205262,-2.40225,-1.88131357602564,11001,0.95,-7.70505,3.00173,NA,NA,NA,NA,NA,NA,NA
"m[311] SocialSphere",-2.59201830848977,-2.55153,-2.33867482778655,11001,0.95,-7.89304,2.85514,NA,NA,NA,NA,NA,NA,NA
"m[312] SoonerPoll.com",4.70103728279247,4.69267,4.68725404120244,11001,0.95,2.04453,7.2949,NA,NA,NA,NA,NA,NA,NA
"m[313] Southeastern Louisiana University",0.438431227409145,0.425708,0.384950452027291,11001,0.95,-3.03336,3.94064,NA,NA,NA,NA,NA,NA,NA
"m[314] Southern Media & Opinion Research",-0.441377541969412,-0.451571,-0.703608826996789,11001,0.95,-4.20849,3.05221,NA,NA,NA,NA,NA,NA,NA
"m[315] Southern Opinion Research",0.563624152223252,0.547941,0.48343405028599,11001,0.95,-5.07799,5.58987,NA,NA,NA,NA,NA,NA,NA
"m[316] Spry Strategies",-1.34460904963912,-1.31834,-0.857987866070962,10703.4,0.95,-7.37998,4.90377,NA,NA,NA,NA,NA,NA,NA
"m[317] SSRS",2.51283419015944,2.51995,2.61762802323999,11001,0.95,-0.0922019,5.11313,NA,NA,NA,NA,NA,NA,NA
"m[318] St. Cloud State University",1.6284461201898,1.61729,1.45343440316729,11093,0.95,-1.55529,5.05944,NA,NA,NA,NA,NA,NA,NA
"m[319] St. Norbert College",0.808177492529216,0.814296,0.845769718233308,11001,0.95,-2.33642,3.79897,NA,NA,NA,NA,NA,NA,NA
"m[320] St. Pete Polls",-0.811892857729652,-0.820511,-0.854084871680113,11001,0.95,-3.11034,1.55348,NA,NA,NA,NA,NA,NA,NA
"m[321] Star Tribune",4.25365068133806,4.26208,4.17282614674743,11001,0.95,1.29357,7.14844,NA,NA,NA,NA,NA,NA,NA
