"","state","pollster","number.of.observations","start.date","end.date","other","undecided","mode","population","pollsterFullName","year","democrat","republican","ID","race_id"
"5127","NY","Emerson College Polling Society",768,"2016-03-14","2016-03-16",NA,10,"Automated Phone","Likely Voters","Emerson College Polling Society","2016",55,36,5127,5127
"5128","NY","Siena",800,"2016-02-28","2016-03-03",NA,10,"Live Phone","Registered Voters","Siena","2016",57,34,5128,5128
"5129","NY","Siena",930,"2016-01-31","2016-02-03",NA,11,"Live Phone","Registered Voters","Siena","2016",57,32,5129,5129
"5130","OH","SurveyMonkey",2860,"2016-11-01","2016-11-07",3,3,"Internet","Likely Voters","SurveyMonkey","2016",42,45,5130,5130
"5131","OH","UPI/CVOTER",345,"2016-10-30","2016-11-06",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",47,48,5131,5131
"5132","OH","Ipsos/Reuters",775,"2016-10-17","2016-11-06",NA,7,"Internet","Likely Voters","Ipsos/Reuters","2016",47,46,5132,5132
"5133","OH","Columbus Dispatch",1151,"2016-10-27","2016-11-05",2,NA,"Mail","Likely Voters","Columbus Dispatch","2016",48,47,5133,5133
"5134","OH","CBS/YouGov",1189,"2016-11-02","2016-11-04",4,2,"Internet","Likely Voters","CBS/YouGov","2016",45,46,5134,5134
"5135","OH","TargetSmart/William & Mary",1194,"2016-10-31","2016-11-03",7,2,"Live Phone/Online","Likely Voters","TargetSmart/William & Mary","2016",40,43,5135,5135
"5136","OH","Remington Research Group (R)/Axiom Strategies",2557,"2016-11-01","2016-11-02",3,3,"IVR/Live Phone","Likely Voters","Remington Research Group (R)/Axiom Strategies","2016",44,45,5136,5136
"5137","OH","Quinnipiac",589,"2016-10-27","2016-11-01",3,5,"Live Phone","Likely Voters","Quinnipiac","2016",41,46,5137,5137
"5138","OH","Quinnipiac",589,"2016-10-27","2016-11-01",2,7,"Live Phone","Likely Voters","Quinnipiac","2016",44,47,5138,5138
"5139","OH","SurveyMonkey",1823,"2016-10-25","2016-10-31",2,4,"Internet","Likely Voters","SurveyMonkey","2016",40,45,5139,5139
"5140","OH","Remington Research Group (R)/Axiom Strategies",1187,"2016-10-30","2016-10-30",1,5,"IVR/Live Phone","Likely Voters","Remington Research Group (R)/Axiom Strategies","2016",43,48,5140,5140
"5141","OH","UPI/CVOTER",339,"2016-10-23","2016-10-29",3,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,47,5141,5141
"5142","OH","SurveyMonkey",1951,"2016-10-18","2016-10-24",3,4,"Internet","Likely Voters","SurveyMonkey","2016",40,45,5142,5142
"5143","OH","Remington Research Group (R)/Axiom Strategies",1971,"2016-10-20","2016-10-22",2,6,"IVR/Live Phone","Likely Voters","Remington Research Group (R)/Axiom Strategies","2016",42,46,5143,5143
"5144","OH","Suffolk",500,"2016-10-17","2016-10-19",2,6,"Live Phone","Likely Voters","Suffolk","2016",45,45,5144,5144
"5145","OH","Quinnipiac",624,"2016-10-10","2016-10-16",2,2,"Live Phone","Likely Voters","Quinnipiac","2016",45,45,5145,5145
"5146","OH","Quinnipiac",624,"2016-10-10","2016-10-16",1,4,"Live Phone","Likely Voters","Quinnipiac","2016",47,48,5146,5146
"5147","OH","UPI/CVOTER",344,"2016-10-09","2016-10-16",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,46,5147,5147
"5148","OH","WashPost/SurveyMonkey",1307,"2016-10-08","2016-10-16",NA,6,"Internet","Likely Voters","WashPost/SurveyMonkey","2016",46,48,5148,5148
"5149","OH","WashPost/SurveyMonkey",1307,"2016-10-08","2016-10-16",4,2,"Internet","Likely Voters","WashPost/SurveyMonkey","2016",41,44,5149,5149
"5150","OH","CNN",774,"2016-10-10","2016-10-15",3,0,"Live Phone","Likely Voters","CNN","2016",44,48,5150,5150
"5151","OH","CNN",774,"2016-10-10","2016-10-15",4,0,"Live Phone","Likely Voters","CNN","2016",47,50,5151,5151
"5152","OH","Ipsos/Reuters",2192,"2016-09-23","2016-10-13",NA,15,"Internet","Likely Voters","Ipsos/Reuters","2016",42,43,5152,5152
"5153","OH","NBC/WSJ/Marist",724,"2016-10-10","2016-10-12",8,3,"Live Phone","Likely Voters","NBC/WSJ/Marist","2016",45,45,5153,5153
"5154","OH","NBC/WSJ/Marist",724,"2016-10-10","2016-10-12",5,3,"Live Phone","Likely Voters","NBC/WSJ/Marist","2016",41,42,5154,5154
"5155","OH","Baldwin Wallace University",1152,"2016-10-09","2016-10-11",NA,14,"Internet","Likely Voters","Baldwin Wallace University","2016",48,38,5155,5155
"5156","OH","Baldwin Wallace University",1152,"2016-10-09","2016-10-11",3,10,"Internet","Likely Voters","Baldwin Wallace University","2016",43,34,5156,5156
"5157","OH","Lucid/The Times-Picayune",1304,"2016-10-07","2016-10-10",2,9,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",44,39,5157,5157
"5158","OH","CBS/YouGov",997,"2016-10-05","2016-10-07",4,3,"Internet","Likely Voters","CBS/YouGov","2016",46,42,5158,5158
"5159","OH","PPP (D)",782,"2016-10-05","2016-10-06",2,6,"IVR/Online","Likely Voters","PPP (D)","2016",44,43,5159,5159
"5160","OH","PPP (D)",782,"2016-10-05","2016-10-06",NA,4,"IVR/Online","Likely Voters","PPP (D)","2016",48,47,5160,5160
"5161","OH","TargetSmart/William & Mary",812,"2016-10-03","2016-10-06",3,5,"Live Phone/Online","Likely Voters","TargetSmart/William & Mary","2016",43,40,5161,5161
"5162","OH","TargetSmart/William & Mary",812,"2016-10-03","2016-10-06",NA,11,"Live Phone/Online","Likely Voters","TargetSmart/William & Mary","2016",46,43,5162,5162
"5163","OH","Monmouth University",405,"2016-10-01","2016-10-04",2,6,"Live Phone","Likely Voters","Monmouth University","2016",44,42,5163,5163
"5164","OH","Anzalone (D-Ohio Education Association)",800,"2016-09-27","2016-10-02",1,6,"Live Phone","Likely Voters","Anzalone (D-Ohio Education Association)","2016",44,42,5164,5164
"5165","OH","Anzalone (D-Ohio Education Association)",800,"2016-09-27","2016-10-02",5,5,"Live Phone","Likely Voters","Anzalone (D-Ohio Education Association)","2016",46,44,5165,5165
"5166","OH","Quinnipiac",497,"2016-09-27","2016-10-02",1,4,"Live Phone","Likely Voters","Quinnipiac","2016",42,47,5166,5166
"5167","OH","Quinnipiac",497,"2016-09-27","2016-10-02",1,4,"Live Phone","Likely Voters","Quinnipiac","2016",46,49,5167,5167
"5168","OH","UPI/CVOTER",548,"2016-09-19","2016-10-02",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",48,49,5168,5168
"5169","OH","TargetSmart/William & Mary",652,"2016-09-15","2016-09-22",4,2,"Live Phone/Online","Likely Voters","TargetSmart/William & Mary","2016",40,37,5169,5169
"5170","OH","TargetSmart/William & Mary",652,"2016-09-15","2016-09-22",NA,16,"Live Phone/Online","Likely Voters","TargetSmart/William & Mary","2016",43,40,5170,5170
"5171","OH","Ipsos/Reuters",550,"2016-09-02","2016-09-22",NA,11,"Internet","Likely Voters","Ipsos/Reuters","2016",46,43,5171,5171
"5172","OH","Fox News",737,"2016-09-18","2016-09-20",4,11,"Live Phone","Likely Voters","Fox News","2016",37,42,5172,5172
"5173","OH","Fox News",737,"2016-09-18","2016-09-20",1,13,"Live Phone","Likely Voters","Fox News","2016",40,45,5173,5173
"5174","OH","GQR (D-Democracy Corps/WVWV)",400,"2016-09-10","2016-09-19",4,4,"Live Phone","Likely Voters","GQR (D-Democracy Corps/WVWV)","2016",39,41,5174,5174
"5175","OH","Suffolk",500,"2016-09-12","2016-09-14",2,13,"Live Phone","Likely Voters","Suffolk","2016",39,42,5175,5175
"5176","OH","Bloomberg/Selzer",802,"2016-09-09","2016-09-12",6,3,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",43,48,5176,5176
"5177","OH","Bloomberg/Selzer",802,"2016-09-09","2016-09-12",3,5,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",39,44,5177,5177
"5178","OH","CNN",769,"2016-09-07","2016-09-12",4,1,"Live Phone","Likely Voters","CNN","2016",41,46,5178,5178
"5179","OH","CNN",769,"2016-09-07","2016-09-12",3,0,"Live Phone","Likely Voters","CNN","2016",46,50,5179,5179
"5180","OH","CBS/YouGov",994,"2016-09-07","2016-09-09",4,4,"Internet","Likely Voters","CBS/YouGov","2016",46,39,5180,5180
"5181","OH","Quinnipiac",775,"2016-08-29","2016-09-07",3,6,"Live Phone","Likely Voters","Quinnipiac","2016",45,46,5181,5181
"5182","OH","Quinnipiac",775,"2016-08-29","2016-09-07",4,5,"Live Phone","Likely Voters","Quinnipiac","2016",37,41,5182,5182
"5183","OH","WashPost/SurveyMonkey",2543,"2016-08-09","2016-09-01",NA,11,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",43,46,5183,5183
"5184","OH","WashPost/SurveyMonkey",2543,"2016-08-09","2016-09-01",4,7,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",37,40,5184,5184
"5185","OH","PPP (D-NELP) ",1134,"2016-08-26","2016-08-27",NA,12,"IVR/Online","Likely Voters","PPP (D-NELP) ","2016",46,42,5185,5185
"5186","OH","Monmouth University",402,"2016-08-18","2016-08-21",0,8,"Live Phone","Likely Voters","Monmouth University","2016",43,39,5186,5186
"5187","OH","CBS/YouGov",997,"2016-08-17","2016-08-19",4,4,"Internet","Likely Voters","CBS/YouGov","2016",46,40,5187,5187
"5188","OH","NBC/WSJ/Marist",889,"2016-08-03","2016-08-07",10,9,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",43,38,5188,5188
"5189","OH","NBC/WSJ/Marist",889,"2016-08-03","2016-08-07",5,9,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",39,35,5189,5189
"5190","OH","Quinnipiac",812,"2016-07-30","2016-08-07",2,4,"Live Phone","Likely Voters","Quinnipiac","2016",49,45,5190,5190
"5191","OH","Quinnipiac",812,"2016-07-30","2016-08-07",4,3,"Live Phone","Likely Voters","Quinnipiac","2016",44,42,5191,5191
"5192","OH","PPP (D)",1334,"2016-07-22","2016-07-24",2,10,"IVR/Online","Likely Voters","PPP (D)","2016",39,42,5192,5192
"5193","OH","PPP (D)",1334,"2016-07-22","2016-07-24",NA,10,"IVR/Online","Likely Voters","PPP (D)","2016",45,45,5193,5193
"5194","OH","Suffolk",500,"2016-07-18","2016-07-20",NA,12,"Live Phone","Likely Voters","Suffolk","2016",44,44,5194,5194
"5195","OH","Suffolk",500,"2016-07-18","2016-07-20",1,13,"Live Phone","Likely Voters","Suffolk","2016",43,39,5195,5195
"5196","OH","CBS/YouGov",1104,"2016-07-13","2016-07-15",11,5,"Internet","Likely Voters","CBS/YouGov","2016",44,40,5196,5196
"5197","OH","Quinnipiac",955,"2016-06-30","2016-07-11",4,14,"Live Phone","Registered Voters","Quinnipiac","2016",41,41,5197,5197
"5198","OH","Quinnipiac",955,"2016-06-30","2016-07-11",7,13,"Live Phone","Registered Voters","Quinnipiac","2016",36,37,5198,5198
"5199","OH","NBC/WSJ/Marist",848,"2016-07-05","2016-07-10",11,10,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",39,39,5199,5199
"5200","OH","NBC/WSJ/Marist",848,"2016-07-05","2016-07-10",6,12,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",38,35,5200,5200
"5201","OH","Gravis Marketing/OANN",1270,"2016-06-27","2016-06-28",7,NA,"Automated Phone","Registered Voters","Gravis Marketing/OANN","2016",46,47,5201,5201
"5202","OH","RABA Research",599,"2016-06-22","2016-06-28",9,11,"Live Phone","Likely Voters","RABA Research","2016",41,38,5202,5202
"5203","OH","PPP (D-Americans United for Change/Constitutional Responsibility Project) ",708,"2016-06-22","2016-06-23",NA,16,"IVR/Online","Likely Voters","PPP (D-Americans United for Change/Constitutional Responsibility Project) ","2016",44,40,5203,5203
"5204","OH","GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"2016-06-11","2016-06-20",3,2,"Live Phone","Likely Voters","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016",47,48,5204,5204
"5205","OH","GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"2016-06-11","2016-06-20",1,4,"Live Phone","Likely Voters","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016",41,41,5205,5205
"5206","OH","Quinnipiac",971,"2016-06-08","2016-06-19",6,14,"Live Phone","Registered Voters","Quinnipiac","2016",40,40,5206,5206
"5207","OH","Quinnipiac",971,"2016-06-08","2016-06-19",5,13,"Live Phone","Registered Voters","Quinnipiac","2016",38,36,5207,5207
"5208","OH","Zogby (Internet)",679,"2016-05-18","2016-05-22",NA,16,"Internet","Likely Voters","Zogby (Internet)","2016",45,39,5208,5208
"5209","OH","Zogby (Internet)",679,"2016-05-18","2016-05-22",9,20,"Internet","Likely Voters","Zogby (Internet)","2016",38,33,5209,5209
"5210","OH","CBS/YouGov",992,"2016-05-16","2016-05-19",NA,17,"Internet","Likely Voters","CBS/YouGov","2016",44,39,5210,5210
"5211","OH","Quinnipiac",1042,"2016-04-27","2016-05-08",3,14,"Live Phone","Registered Voters","Quinnipiac","2016",39,43,5211,5211
"5212","OH","PPP (D)",799,"2016-04-26","2016-04-27",NA,14,"IVR/Online","Registered Voters","PPP (D)","2016",45,42,5212,5212
"5213","OH","NBC/WSJ/Marist",2052,"2016-03-04","2016-03-10",NA,10,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",48,42,5213,5213
"5214","OH","PPP (D)",1248,"2016-03-04","2016-03-06",NA,15,"Automated Phone","Likely Voters","PPP (D)","2016",45,40,5214,5214
"5215","OH","CNN",884,"2016-03-02","2016-03-06",6,0,"Live Phone","Registered Voters","CNN","2016",50,43,5215,5215
"5216","OH","Quinnipiac",1539,"2016-02-16","2016-02-20",2,12,"Live Phone","Registered Voters","Quinnipiac","2016",42,44,5216,5216
"5217","OH","Baldwin Wallace University",825,"2016-02-11","2016-02-20",20,4,"Internet","Likely Voters","Baldwin Wallace University","2016",37,39,5217,5217
"5218","OH","Quinnipiac",1180,"2015-09-25","2015-10-05",3,12,"Live Phone","Registered Voters","Quinnipiac","2016",43,42,5218,5218
"5219","OH","Quinnipiac",1096,"2015-08-07","2015-08-18",4,16,"Live Phone","Registered Voters","Quinnipiac","2016",43,38,5219,5219
"5220","OK","SurveyMonkey",1271,"2016-11-01","2016-11-07",10,2,"Internet","Likely Voters","SurveyMonkey","2016",32,57,5220,5220
"5221","OK","UPI/CVOTER",323,"2016-10-30","2016-11-06",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",34,63,5221,5221
"5222","OK","Ipsos/Reuters",664,"2016-10-17","2016-11-06",NA,9,"Internet","Likely Voters","Ipsos/Reuters","2016",30,61,5222,5222
"5223","OK","SurveyMonkey",472,"2016-10-25","2016-10-31",12,2,"Internet","Likely Voters","SurveyMonkey","2016",31,54,5223,5223
"5224","OK","UPI/CVOTER",321,"2016-10-23","2016-10-29",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",33,63,5224,5224
"5225","OK","SurveyMonkey",493,"2016-10-18","2016-10-24",10,2,"Internet","Likely Voters","SurveyMonkey","2016",32,56,5225,5225
"5226","OK","SoonerPoll.com",530,"2016-10-18","2016-10-20",5,6,"Live Phone/Online","Likely Voters","SoonerPoll.com","2016",30,60,5226,5226
"5227","OK","UPI/CVOTER",317,"2016-10-09","2016-10-16",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",34,63,5227,5227
"5228","OK","Ipsos/Reuters",647,"2016-09-23","2016-10-13",NA,13,"Internet","Likely Voters","Ipsos/Reuters","2016",36,51,5228,5228
"5229","OK","UPI/CVOTER",508,"2016-09-19","2016-10-02",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",32,65,5229,5229
"5230","OK","Ipsos/Reuters",547,"2016-09-02","2016-09-22",NA,15,"Internet","Likely Voters","Ipsos/Reuters","2016",30,55,5230,5230
"5231","OK","SoonerPoll.com",515,"2016-09-13","2016-09-15",6,8,"Live Phone/Online","Likely Voters","SoonerPoll.com","2016",36,51,5231,5231
"5232","OK","WashPost/SurveyMonkey",1041,"2016-08-09","2016-09-01",NA,10,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",33,57,5232,5232
"5233","OK","WashPost/SurveyMonkey",1041,"2016-08-09","2016-09-01",20,4,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",26,49,5233,5233
"5234","OK","SoonerPoll.com",398,"2016-07-20","2016-07-25",7,11,"Live Phone","Likely Voters","SoonerPoll.com","2016",29,53,5234,5234
"5235","OR","SurveyMonkey",1595,"2016-11-01","2016-11-07",5,2,"Internet","Likely Voters","SurveyMonkey","2016",50,35,5235,5235
"5236","OR","UPI/CVOTER",319,"2016-10-30","2016-11-06",6,NA,"Internet","Likely Voters","UPI/CVOTER","2016",51,43,5236,5236
"5237","OR","Ipsos/Reuters",636,"2016-10-17","2016-11-06",NA,16,"Internet","Likely Voters","Ipsos/Reuters","2016",47,37,5237,5237
"5238","OR","SurveyMonkey",743,"2016-10-25","2016-10-31",4,2,"Internet","Likely Voters","SurveyMonkey","2016",51,36,5238,5238
"5239","OR","DHM Research/Fox 12",504,"2016-10-25","2016-10-29",10,11,"Live Phone","Likely Voters","DHM Research/Fox 12","2016",41,34,5239,5239
"5240","OR","UPI/CVOTER",313,"2016-10-23","2016-10-29",6,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,43,5240,5240
"5241","OR","SurveyMonkey",576,"2016-10-18","2016-10-24",5,3,"Internet","Likely Voters","SurveyMonkey","2016",51,32,5241,5241
"5242","OR","UPI/CVOTER",324,"2016-10-09","2016-10-16",7,NA,"Internet","Likely Voters","UPI/CVOTER","2016",51,43,5242,5242
"5243","OR","Riley Research/KGW/The Oregonian",608,"2016-10-04","2016-10-14",9,4,"Live Phone","Likely Voters","Riley Research/KGW/The Oregonian","2016",46,36,5243,5243
"5244","OR","DHM Research/Oregon Public Broadcasting",600,"2016-10-06","2016-10-13",8,7,"Live Phone","Likely Voters","DHM Research/Oregon Public Broadcasting","2016",43,36,5244,5244
"5245","OR","Ipsos/Reuters",616,"2016-09-23","2016-10-13",NA,16,"Internet","Likely Voters","Ipsos/Reuters","2016",47,37,5245,5245
"5246","OR","SurveyUSA/KATU-TV",654,"2016-10-10","2016-10-12",4,5,"IVR/Online","Likely Voters","SurveyUSA/KATU-TV","2016",48,38,5246,5246
"5247","OR","Gravis Marketing/Breitbart",1248,"2016-10-04","2016-10-04",2,8,"IVR/Online","Registered Voters","Gravis Marketing/Breitbart","2016",47,39,5247,5247
"5248","OR","UPI/CVOTER",502,"2016-09-19","2016-10-02",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,45,5248,5248
"5249","OR","Hoffman Research (R)",605,"2016-09-29","2016-10-01",3,11,"Live Phone","Likely Voters","Hoffman Research (R)","2016",45,33,5249,5249
"5250","OR","Ipsos/Reuters",505,"2016-09-02","2016-09-22",NA,15,"Internet","Likely Voters","Ipsos/Reuters","2016",44,41,5250,5250
"5251","OR","ICITIZEN",610,"2016-09-02","2016-09-07",10,8,"Internet","Registered Voters","ICITIZEN","2016",43,28,5251,5251
"5252","OR","DHM",517,"2016-09-01","2016-09-06",11,17,"Live Phone","Registered Voters","DHM","2016",38,25,5252,5252
"5253","OR","WashPost/SurveyMonkey",877,"2016-08-09","2016-09-01",NA,9,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",55,36,5253,5253
"5254","OR","WashPost/SurveyMonkey",877,"2016-08-09","2016-09-01",7,3,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",47,32,5254,5254
"5255","OR","Clout Research (R)",701,"2016-07-09","2016-07-13",3,8,"Live Phone","Likely Voters","Clout Research (R)","2016",43,40,5255,5255
"5256","OR","ICITIZEN",555,"2016-06-23","2016-06-27",NA,22,"Internet","Registered Voters","ICITIZEN","2016",46,32,5256,5256
"5257","OR","Clout Research (R)",657,"2016-05-10","2016-05-13",NA,13,"Live Phone","Likely Voters","Clout Research (R)","2016",42,44,5257,5257
"5258","OR","DHM Research/Oregon Public Broadcasting/Fox 12",901,"2016-05-06","2016-05-09",11,15,"Live Phone","Likely Voters","DHM Research/Oregon Public Broadcasting/Fox 12","2016",43,32,5258,5258
"5259","PA","SurveyMonkey",2845,"2016-11-01","2016-11-07",3,3,"Internet","Likely Voters","SurveyMonkey","2016",46,43,5259,5259
"5260","PA","UPI/CVOTER",390,"2016-10-30","2016-11-06",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",48,47,5260,5260
"5261","PA","Ipsos/Reuters",955,"2016-10-17","2016-11-06",NA,7,"Internet","Likely Voters","Ipsos/Reuters","2016",48,45,5261,5261
"5262","PA","CBS/YouGov",931,"2016-11-03","2016-11-05",4,4,"Internet","Likely Voters","CBS/YouGov","2016",45,43,5262,5262
"5263","PA","Muhlenberg/Morning Call",405,"2016-10-30","2016-11-04",7,3,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",48,42,5263,5263
"5264","PA","Muhlenberg/Morning Call",405,"2016-10-30","2016-11-04",5,5,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",44,40,5264,5264
"5265","PA","Remington Research Group (R)/Axiom Strategies",2683,"2016-11-01","2016-11-02",2,3,"IVR/Live Phone","Likely Voters","Remington Research Group (R)/Axiom Strategies","2016",46,45,5265,5265
"5266","PA","Gravis Marketing/Breitbart",1016,"2016-11-01","2016-11-02",4,3,"IVR/Online","Registered Voters","Gravis Marketing/Breitbart","2016",47,45,5266,5266
"5267","PA","PPP (D-Center for American Progress Action Fund)",1050,"2016-10-31","2016-11-01",NA,8,"IVR/Online","Likely Voters","PPP (D-Center for American Progress Action Fund)","2016",48,44,5267,5267
"5268","PA","Susquehanna (R)/ABC27 News",681,"2016-10-31","2016-11-01",3,6,"IVR/Live Phone","Likely Voters","Susquehanna (R)/ABC27 News","2016",45,43,5268,5268
"5269","PA","Monmouth University",403,"2016-10-29","2016-11-01",2,3,"Live Phone","Likely Voters","Monmouth University","2016",48,44,5269,5269
"5270","PA","Quinnipiac",612,"2016-10-27","2016-11-01",3,2,"Live Phone","Likely Voters","Quinnipiac","2016",48,43,5270,5270
"5271","PA","Quinnipiac",612,"2016-10-27","2016-11-01",1,4,"Live Phone","Likely Voters","Quinnipiac","2016",50,44,5271,5271
"5272","PA","CNN",799,"2016-10-27","2016-11-01",2,1,"Live Phone","Likely Voters","CNN","2016",48,44,5272,5272
"5273","PA","CNN",799,"2016-10-27","2016-11-01",3,0,"Live Phone","Likely Voters","CNN","2016",51,46,5273,5273
"5274","PA","SurveyMonkey",2255,"2016-10-25","2016-10-31",2,2,"Internet","Likely Voters","SurveyMonkey","2016",49,41,5274,5274
"5275","PA","Remington Research Group (R)/Axiom Strategies",1249,"2016-10-30","2016-10-30",1,6,"IVR/Live Phone","Likely Voters","Remington Research Group (R)/Axiom Strategies","2016",45,43,5275,5275
"5276","PA","Franklin and Marshall College",652,"2016-10-26","2016-10-30",2,7,"Live Phone/Online","Likely Voters","Franklin and Marshall College","2016",49,38,5276,5276
"5277","PA","UPI/CVOTER",366,"2016-10-23","2016-10-29",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,46,5277,5277
"5278","PA","CBS/YouGov",1091,"2016-10-26","2016-10-28",5,2,"Internet","Likely Voters","CBS/YouGov","2016",48,40,5278,5278
"5279","PA","Muhlenberg/Morning Call",420,"2016-10-20","2016-10-26",9,3,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",46,41,5279,5279
"5280","PA","Muhlenberg/Morning Call",420,"2016-10-20","2016-10-26",6,3,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",45,39,5280,5280
"5281","PA","NYT Upshot/Siena",824,"2016-10-23","2016-10-25",4,6,"Live Phone","Likely Voters","NYT Upshot/Siena","2016",46,39,5281,5281
"5282","PA","NYT Upshot/Siena",824,"2016-10-23","2016-10-25",1,9,"Live Phone","Likely Voters","NYT Upshot/Siena","2016",49,42,5282,5282
"5283","PA","SurveyMonkey",2131,"2016-10-18","2016-10-24",3,2,"Internet","Likely Voters","SurveyMonkey","2016",48,42,5283,5283
"5284","PA","Remington Research Group (R)/Axiom Strategies",1997,"2016-10-20","2016-10-22",1,7,"IVR/Live Phone","Likely Voters","Remington Research Group (R)/Axiom Strategies","2016",45,42,5284,5284
"5285","PA","Quinnipiac",660,"2016-10-10","2016-10-16",2,4,"Live Phone","Likely Voters","Quinnipiac","2016",47,41,5285,5285
"5286","PA","Quinnipiac",660,"2016-10-10","2016-10-16",1,4,"Live Phone","Likely Voters","Quinnipiac","2016",51,45,5286,5286
"5287","PA","UPI/CVOTER",380,"2016-10-09","2016-10-16",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,46,5287,5287
"5288","PA","WashPost/SurveyMonkey",1449,"2016-10-08","2016-10-16",NA,7,"Internet","Likely Voters","WashPost/SurveyMonkey","2016",51,42,5288,5288
"5289","PA","WashPost/SurveyMonkey",1449,"2016-10-08","2016-10-16",3,3,"Internet","Likely Voters","WashPost/SurveyMonkey","2016",46,40,5289,5289
"5290","PA","Ipsos/Reuters",2271,"2016-09-23","2016-10-13",NA,12,"Internet","Likely Voters","Ipsos/Reuters","2016",46,42,5290,5290
"5291","PA","Bloomberg/Selzer",806,"2016-10-07","2016-10-11",3,4,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",51,42,5291,5291
"5292","PA","Bloomberg/Selzer",806,"2016-10-07","2016-10-11",4,3,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",48,39,5292,5292
"5293","PA","Lucid/The Times-Picayune",1457,"2016-10-07","2016-10-10",2,7,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",47,38,5293,5293
"5294","PA","Susquehanna (R)/ABC27 News",764,"2016-10-04","2016-10-09",3,8,"IVR/Live Phone","Likely Voters","Susquehanna (R)/ABC27 News","2016",44,40,5294,5294
"5295","PA","CBS/YouGov",997,"2016-10-05","2016-10-07",3,4,"Internet","Likely Voters","CBS/YouGov","2016",48,40,5295,5295
"5296","PA","NBC/WSJ/Marist",709,"2016-10-03","2016-10-06",7,3,"Live Phone","Likely Voters","NBC/WSJ/Marist","2016",51,39,5296,5296
"5297","PA","NBC/WSJ/Marist",709,"2016-10-03","2016-10-06",5,3,"Live Phone","Likely Voters","NBC/WSJ/Marist","2016",49,37,5297,5297
"5298","PA","Monmouth University",402,"2016-09-30","2016-10-03",3,2,"Live Phone","Likely Voters","Monmouth University","2016",50,40,5298,5298
"5299","PA","Franklin and Marshall College",813,"2016-09-28","2016-10-02",9,7,"Live Phone/Online","Registered Voters","Franklin and Marshall College","2016",48,36,5299,5299
"5300","PA","Franklin and Marshall College",496,"2016-09-28","2016-10-02",0,9,"Live Phone/Online","Likely Voters","Franklin and Marshall College","2016",47,38,5300,5300
"5301","PA","Quinnipiac",535,"2016-09-27","2016-10-02",3,6,"Live Phone","Likely Voters","Quinnipiac","2016",45,41,5301,5301
"5302","PA","Quinnipiac",535,"2016-09-27","2016-10-02",1,8,"Live Phone","Likely Voters","Quinnipiac","2016",48,43,5302,5302
"5303","PA","UPI/CVOTER",649,"2016-09-19","2016-10-02",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",46,50,5303,5303
"5304","PA","PPP (D-Vote Vets Action Fund)",886,"2016-09-27","2016-09-28",2,8,"IVR/Online","Likely Voters","PPP (D-Vote Vets Action Fund)","2016",45,39,5304,5304
"5305","PA","PPP (D-Vote Vets Action Fund)",886,"2016-09-27","2016-09-28",NA,6,"IVR/Online","Likely Voters","PPP (D-Vote Vets Action Fund)","2016",49,44,5305,5305
"5306","PA","CNN",771,"2016-09-20","2016-09-25",3,1,"Live Phone","Likely Voters","CNN","2016",45,44,5306,5306
