"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias","transparency","delMode","LV","undecided"
"1009",54469,116976,830,"2000","2000_Pres-G_MO","MO","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,5833,"Al Gore","DEM",46,"George W. Bush","REP",49,NA,-3,2000-11-07,47.08,50.42,-3.34,0.34,0.34,1,"","","Harris Insights & Analytics",4,-1.08,-1.42,"yes","Online",TRUE,5
"1011",54486,116977,833,"2000","2000_Pres-G_NC","NC","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,6704,"Al Gore","DEM",46,"George W. Bush","REP",51,NA,-5,2000-11-07,43.2,56.03,-12.83,7.83,7.83,1,"","","Harris Insights & Analytics",4,2.8,-5.03,"yes","Online",TRUE,3
"1012",63563,117002,835,"2000","2000_Pres-G_NE","NE","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,1481,"Al Gore","DEM",38,"George W. Bush","REP",57,NA,-19,2000-11-07,33.25,62.25,-28.99,9.99,9.99,1,"","","Harris Insights & Analytics",4,4.75,-5.25,"yes","Online",TRUE,5
"1014",54504,116978,836,"2000","2000_Pres-G_NH","NH","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,1400,"Al Gore","DEM",47,"George W. Bush","REP",45,NA,2,2000-11-07,46.8,48.07,-1.27,3.27,3.27,0,"","","Harris Insights & Analytics",4,0.200000000000003,-3.07,"yes","Online",TRUE,8
"1016",63564,117003,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,7217,"Al Gore","DEM",54,"George W. Bush","REP",40,NA,14,2000-11-07,56.13,40.29,15.83,1.83,-1.83,1,"","","Harris Insights & Analytics",4,-2.13,-0.289999999999999,"yes","Online",TRUE,6
"1019",63565,117004,838,"2000","2000_Pres-G_NM","NM","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,1657,"Al Gore","DEM",49,"George W. Bush","REP",44,NA,5,2000-11-07,47.91,47.85,0.06,4.94,4.94,1,"","","Harris Insights & Analytics",4,1.09,-3.85,"yes","Online",TRUE,7
"1020",63566,117005,839,"2000","2000_Pres-G_NV","NV","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,1835,"Al Gore","DEM",45,"George W. Bush","REP",48,NA,-3,2000-11-07,45.98,49.52,-3.55,0.55,0.55,1,"","","Harris Insights & Analytics",4,-0.979999999999997,-1.52,"yes","Online",TRUE,7
"1021",63567,117006,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,13590,"Al Gore","DEM",53,"George W. Bush","REP",38,NA,15,2000-11-07,60.22,35.22,25,10,-10,1,"","","Harris Insights & Analytics",4,-7.22,2.78,"yes","Online",TRUE,9
"1023",63568,117007,841,"2000","2000_Pres-G_OH","OH","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,10975,"Al Gore","DEM",46,"George W. Bush","REP",49,NA,-3,2000-11-07,46.46,49.97,-3.51,0.51,0.51,1,"","","Harris Insights & Analytics",4,-0.460000000000001,-0.969999999999999,"yes","Online",TRUE,5
"1025",63569,117008,842,"2000","2000_Pres-G_OK","OK","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,3206,"Al Gore","DEM",37,"George W. Bush","REP",59,NA,-22,2000-11-07,38.43,60.31,-21.88,0.12,-0.12,1,"","","Harris Insights & Analytics",4,-1.43,-1.31,"yes","Online",TRUE,4
"1027",63570,117009,843,"2000","2000_Pres-G_OR","OR","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,3376,"Al Gore","DEM",49,"George W. Bush","REP",42,NA,7,2000-11-07,46.96,46.52,0.44,6.56,6.56,1,"","","Harris Insights & Analytics",4,2.04,-4.52,"yes","Online",TRUE,9
"1028",63571,117010,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,11301,"Al Gore","DEM",50,"George W. Bush","REP",45,NA,5,2000-11-07,50.6,46.43,4.17,0.83,0.83,1,"","","Harris Insights & Analytics",4,-0.600000000000001,-1.43,"yes","Online",TRUE,5
"1029",63572,117011,848,"2000","2000_Pres-G_TN","TN","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,5187,"Al Gore","DEM",47,"George W. Bush","REP",49,NA,-2,2000-11-07,47.28,51.15,-3.86,1.86,1.86,1,"","","Harris Insights & Analytics",4,-0.280000000000001,-2.15,"yes","Online",TRUE,4
"1031",63573,117012,849,"2000","2000_Pres-G_TX","TX","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,17936,"Al Gore","DEM",39,"George W. Bush","REP",57,NA,-18,2000-11-07,37.98,59.3,-21.32,3.32,3.32,1,"","","Harris Insights & Analytics",4,1.02,-2.3,"yes","Online",TRUE,4
"1034",54510,116979,850,"2000","2000_Pres-G_UT","UT","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,1641,"Al Gore","DEM",25,"George W. Bush","REP",65,NA,-40,2000-11-07,26.34,66.83,-40.49,0.49,0.49,1,"","","Harris Insights & Analytics",4,-1.34,-1.83,"yes","Online",TRUE,10
"1036",63574,117013,851,"2000","2000_Pres-G_VA","VA","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,7488,"Al Gore","DEM",45,"George W. Bush","REP",51,NA,-6,2000-11-07,44.44,52.47,-8.04,2.04,2.04,1,"","","Harris Insights & Analytics",4,0.560000000000002,-1.47,"yes","Online",TRUE,4
"1037",54525,116980,853,"2000","2000_Pres-G_WA","WA","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,6549,"Al Gore","DEM",46,"George W. Bush","REP",47,NA,-1,2000-11-07,50.13,44.56,5.58,6.58,-6.58,0,"","","Harris Insights & Analytics",4,-4.13,2.44,"yes","Online",TRUE,7
"1038",63575,117014,854,"2000","2000_Pres-G_WI","WI","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,5168,"Al Gore","DEM",47,"George W. Bush","REP",47,NA,0,2000-11-07,47.83,47.61,0.22,0.22,-0.22,0.5,"","","Harris Insights & Analytics",4,-0.829999999999998,-0.609999999999999,"yes","Online",TRUE,6
"1039",54531,116981,855,"2000","2000_Pres-G_WV","WV","Pres-G","Pres-G","HrrsI&A",133,2000-11-03,1689,"Al Gore","DEM",46,"George W. Bush","REP",50,NA,-4,2000-11-07,45.59,51.92,-6.32,2.32,2.32,1,"","","Harris Insights & Analytics",4,0.409999999999997,-1.92,"yes","Online",TRUE,4
"2318",4350,5672,758,"2004","2004_Pres-G_AZ","AZ","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,599,"John Kerry","DEM",41,"George W. Bush","REP",56,NA,-15,2004-11-02,44.32,54.77,-10.45,4.55,-4.55,1,"","","SurveyUSA",4,-3.32,1.23,"yes","IVR/Online/Live",TRUE,3
"2319",4356,5678,760,"2004","2004_Pres-G_CO","CO","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,626,"John Kerry","DEM",46,"George W. Bush","REP",52,NA,-6,2004-11-02,47.02,51.69,-4.67,1.33,-1.33,1,"","","SurveyUSA",4,-1.02,0.310000000000002,"yes","IVR/Online/Live",TRUE,2
"2322",4357,5679,765,"2004","2004_Pres-G_GA","GA","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,628,"John Kerry","DEM",43,"George W. Bush","REP",55,NA,-12,2004-11-02,41.34,57.93,-16.59,4.59,4.59,1,"","","SurveyUSA",4,1.66,-2.93,"yes","IVR/Online/Live",TRUE,2
"2324",4358,5680,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,661,"John Kerry","DEM",49,"George W. Bush","REP",49,NA,0,2004-11-02,49.23,49.9,-0.67,0.67,0.67,0.5,"","","SurveyUSA",4,-0.229999999999997,-0.899999999999999,"yes","IVR/Online/Live",TRUE,2
"2325",4351,5673,772,"2004","2004_Pres-G_KY","KY","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,636,"John Kerry","DEM",38,"George W. Bush","REP",59,NA,-21,2004-11-02,39.68,59.54,-19.86,1.14,-1.14,1,"","","SurveyUSA",4,-1.68,-0.539999999999999,"yes","IVR/Online/Live",TRUE,3
"2326",4347,5669,776,"2004","2004_Pres-G_ME","ME","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,1008,"John Kerry","DEM",52,"George W. Bush","REP",44,NA,8,2004-11-02,53.57,44.58,9,1,-1,1,"","","SurveyUSA",4,-1.57,-0.579999999999998,"yes","IVR/Online/Live",TRUE,4
"2327",4352,5674,777,"2004","2004_Pres-G_MI","MI","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,671,"John Kerry","DEM",50,"George W. Bush","REP",47,NA,3,2004-11-02,51.23,47.81,3.42,0.42,-0.42,1,"","","SurveyUSA",4,-1.23,-0.810000000000002,"yes","IVR/Online/Live",TRUE,3
"2332",4355,5677,788,"2004","2004_Pres-G_NV","NV","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,535,"John Kerry","DEM",49,"George W. Bush","REP",49,NA,0,2004-11-02,47.88,50.47,-2.59,2.59,2.59,0.5,"","","SurveyUSA",4,1.12,-1.47,"yes","IVR/Online/Live",TRUE,2
"2334",4359,5681,791,"2004","2004_Pres-G_OK","OK","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,662,"John Kerry","DEM",34,"George W. Bush","REP",64,NA,-30,2004-11-02,34.43,65.57,-31.14,1.14,1.14,1,"","","SurveyUSA",4,-0.43,-1.56999999999999,"yes","IVR/Online/Live",TRUE,2
"2336",4360,5682,797,"2004","2004_Pres-G_TN","TN","Pres-G","Pres-G","SrvyUSA",325,2004-10-29,629,"John Kerry","DEM",40,"George W. Bush","REP",58,NA,-18,2004-11-02,42.51,56.81,-14.3,3.7,-3.7,1,"","","SurveyUSA",4,-2.51,1.19,"yes","IVR/Online/Live",TRUE,2
"4624",16447,21344,721,"2008","2008_Pres-G_KY","KY","Pres-G","Pres-G","SrvyUSA",325,2008-10-31,616,"Barack Obama","DEM",40,"John McCain","REP",56,NA,-16,2008-11-04,41.15,57.37,-16.22,0.22,0.22,1,"","","SurveyUSA",4,-1.15,-1.37,"yes","IVR/Online/Live",TRUE,4
"4625",16446,21343,727,"2008","2008_Pres-G_MN","MN","Pres-G","Pres-G","SrvyUSA",325,2008-10-31,669,"Barack Obama","DEM",49,"John McCain","REP",46,NA,3,2008-11-04,54.06,43.82,10.24,7.24,-7.24,1,"","","SurveyUSA",4,-5.06,2.18,"yes","IVR/Online/Live",TRUE,5
"4628",16445,21342,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","SrvyUSA",325,2008-10-31,672,"Barack Obama","DEM",50,"John McCain","REP",46,NA,4,2008-11-04,52.63,46.33,6.3,2.3,-2.3,1,"","","SurveyUSA",4,-2.63,-0.329999999999998,"yes","IVR/Online/Live",TRUE,4
"6525",30735,37038,676,"2012","2012_Pres-G_MN","MN","Pres-G","Pres-G","SrvyUSA",325,2012-11-02,556,"Barack Obama","DEM",52,"Mitt Romney","REP",41,NA,11,2012-11-06,52.65,44.96,7.69,3.31,3.31,1,"","","SurveyUSA",4,-0.649999999999999,-3.96,"yes","IVR/Online/Live",TRUE,7
"1018",6175,7628,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","QnnpcUn",267,2000-11-03,770,"Al Gore","DEM",49,"George W. Bush","REP",41,NA,8,2000-11-07,56.13,40.29,15.83,7.83,-7.83,1,"","","Quinnipiac University",4,-7.13,0.710000000000001,"yes","Live",TRUE,10
"1022",6165,7618,840,"2000","2000_Pres-G_NY","NY","Pres-G","Pres-G","QnnpcUn",267,2000-11-03,979,"Al Gore","DEM",55,"George W. Bush","REP",34,NA,21,2000-11-07,60.22,35.22,25,4,-4,1,"","","Quinnipiac University",4,-5.22,-1.22,"yes","Live",TRUE,11
"2321",4374,5696,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","QnnpcUn",267,2004-10-29,1098,"John Kerry","DEM",43,"George W. Bush","REP",51,NA,-8,2004-11-02,47.09,52.1,-5.01,2.99,-2.99,1,"","","Quinnipiac University",4,-4.09,-1.1,"yes","Live",TRUE,6
"2330",4364,5686,786,"2004","2004_Pres-G_NJ","NJ","Pres-G","Pres-G","QnnpcUn",267,2004-10-29,984,"John Kerry","DEM",48,"George W. Bush","REP",43,NA,5,2004-11-02,52.92,46.23,6.68,1.68,-1.68,1,"","","Quinnipiac University",4,-4.92,-3.23,"yes","Live",TRUE,9
"2335",4370,5692,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","QnnpcUn",267,2004-10-29,1022,"John Kerry","DEM",47,"George W. Bush","REP",47,NA,0,2004-11-02,50.92,48.42,2.5,2.5,-2.5,0.5,"","","Quinnipiac University",4,-3.92,-1.42,"yes","Live",TRUE,6
"1008",6161,7614,830,"2000","2000_Pres-G_MO","MO","Pres-G","Pres-G","AmrcnRG",9,2000-11-03,600,"Al Gore","DEM",46,"George W. Bush","REP",45,NA,1,2000-11-07,47.08,50.42,-3.34,4.34,4.34,0,"","","American Research Group",4,-1.08,-5.42,"yes","Live",TRUE,9
"1013",6162,7615,836,"2000","2000_Pres-G_NH","NH","Pres-G","Pres-G","AmrcnRG",9,2000-11-03,600,"Al Gore","DEM",38,"George W. Bush","REP",48,NA,-10,2000-11-07,46.8,48.07,-1.27,8.73,-8.73,1,"","","American Research Group",4,-8.8,-0.0700000000000003,"yes","Live",TRUE,14
"2314",14874,120069,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","AmrcnRG",9,2004-10-29,1258,"John Kerry","DEM",48.5,"George W. Bush","REP",48,NA,0.5,2004-11-02,48.26,50.73,-2.46,2.96,2.96,0,"average of multiple versions or turnout models listed in poll","","American Research Group",4,0.240000000000002,-2.73,"yes","Live",TRUE,3.5
"2329",4367,5704,785,"2004","2004_Pres-G_NH","NH","Pres-G","Pres-G","AmrcnRG",9,2004-10-29,600,"John Kerry","DEM",47,"George W. Bush","REP",47,NA,0,2004-11-02,50.24,48.87,1.37,1.37,-1.37,0.5,"average of multiple versions or turnout models listed in poll","","American Research Group",4,-3.24,-1.87,"yes","Live",TRUE,6
"2331",4382,5706,787,"2004","2004_Pres-G_NM","NM","Pres-G","Pres-G","AmrcnRG",9,2004-10-29,600,"John Kerry","DEM",48,"George W. Bush","REP",47.5,NA,0.5,2004-11-02,49.05,49.84,-0.79,1.29,1.29,0,"average of multiple versions or turnout models listed in poll","","American Research Group",4,-1.05,-2.34,"yes","Live",TRUE,4.5
"1024",25896,7629,841,"2000","2000_Pres-G_OH","OH","Pres-G","Pres-G","UoC(OP)",346,2000-11-03,1273,"Al Gore","DEM",43,"George W. Bush","REP",53,NA,-10,2000-11-07,46.46,49.97,-3.51,6.49,-6.49,1,"","","University of Cincinnati (Ohio Poll)",4,-3.46,3.03,"yes","Live",TRUE,4
"2333",25343,5719,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","UoC(OP)",346,2004-10-29,819,"John Kerry","DEM",49,"George W. Bush","REP",50,NA,-1,2004-11-02,48.71,50.81,-2.11,1.11,1.11,1,"","","University of Cincinnati (Ohio Poll)",4,0.289999999999999,-0.810000000000002,"yes","Live",TRUE,1
"4626",16441,21338,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","UoC(OP)",346,2008-10-31,1221,"Barack Obama","DEM",52,"John McCain","REP",46,NA,6,2008-11-04,51.38,46.8,4.58,1.42,1.42,1,"","","University of Cincinnati (Ohio Poll)",4,0.619999999999997,-0.799999999999997,"yes","Live",TRUE,2
"6535",30777,37122,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","UoC(OP)",346,2012-11-02,901,"Barack Obama","DEM",50,"Mitt Romney","REP",48.5,NA,1.5,2012-11-06,50.58,47.6,2.97,1.47,-1.47,1,"","","University of Cincinnati (Ohio Poll)",4,-0.579999999999998,0.899999999999999,"yes","Live",TRUE,1.5
"1017",6163,7616,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","MnmthUn",215,2000-11-03,843,"Al Gore","DEM",47,"George W. Bush","REP",34,NA,13,2000-11-07,56.13,40.29,15.83,2.83,-2.83,1,"","","Monmouth University",4,-9.13,-6.29,"yes","Live",TRUE,19
"989",6173,7626,810,"2000","2000_Pres-G_CA","CA","Pres-G","Pres-G","FRC.(FP",94,2000-11-03,924,"Al Gore","DEM",46,"George W. Bush","REP",41,NA,5,2000-11-07,53.45,41.65,11.8,6.8,-6.8,1,"","","Field Research Corp. (Field Poll)",4,-7.45,-0.649999999999999,"yes","Live",TRUE,13
"6542",30746,37056,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","MrstCll",183,2012-11-02,1165,"Barack Obama","DEM",48,"Mitt Romney","REP",47,NA,1,2012-11-06,51.16,47.28,3.87,2.87,-2.87,1,"","","Marist College",4,-3.16,-0.280000000000001,"yes","Live",TRUE,5
"984",6212,7667,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","PC-SG(B",255,2000-11-03,1253,"Al Gore","DEM",42,"George W. Bush","REP",45,NA,-3,2000-11-07,48.38,47.87,0.52,3.52,-3.52,0,"","","Polling Company-Global Strategy Group (Hotline Bullseye)",4,-6.38,-2.87,"no","Live*",TRUE,13
"1015",6164,7617,836,"2000","2000_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2000-11-03,801,"Al Gore","DEM",39,"George W. Bush","REP",45,NA,-6,2000-11-07,46.8,48.07,-1.27,4.73,-4.73,1,"","","University of New Hampshire",4,-7.8,-3.07,"yes","Live",TRUE,16
"1035",6189,7643,850,"2000","2000_Pres-G_UT","UT","Pres-G","Pres-G","VllyRsr",368,2000-11-03,1300,"Al Gore","DEM",24,"George W. Bush","REP",60,NA,-36,2000-11-07,26.34,66.83,-40.49,4.49,4.49,1,"","","Valley Research",4,-2.34,-6.83,"no","Live*",TRUE,16
"4621",15241,20081,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","Ipsos",154,2008-10-31,760,"Barack Obama","DEM",53,"John McCain","REP",46,NA,7,2008-11-04,52.86,45.6,7.26,0.26,-0.26,1,"","","Ipsos",4,0.140000000000001,0.399999999999999,"yes","Online",TRUE,1
"8566",48922,76636,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","Ipsos",154,2016-11-04,2195,"Hillary Rodham Clinton","DEM",43,"Donald Trump","REP",39,NA,4,2016-11-08,48.02,45.93,2.09,1.91,1.91,1,"average of multiple versions or turnout models listed in poll","","Ipsos",4,-5.02,-6.93,"yes","Online",TRUE,18
"4627",16415,21312,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","MhlnbrC",219,2008-10-31,617,"Barack Obama","DEM",52,"John McCain","REP",46,NA,6,2008-11-04,54.47,44.15,10.31,4.31,-4.31,1,"","","Muhlenberg College",4,-2.47,1.85,"yes","Live",TRUE,2
"6537",30678,36938,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","MhlnbrC",219,2012-11-02,430,"Barack Obama","DEM",49,"Mitt Romney","REP",46,NA,3,2012-11-06,51.95,46.57,5.38,2.38,-2.38,1,"","","Muhlenberg College",4,-2.95,-0.57,"yes","Live",TRUE,5
"6502",30725,37027,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","YouGov",391,2012-11-02,36472,"Barack Obama","DEM",48.5,"Mitt Romney","REP",46.5,NA,2,2012-11-06,51.01,47.15,3.86,1.86,-1.86,1,"","","YouGov",4,-2.51,-0.649999999999999,"no","Online",TRUE,5
"6503",30685,36956,656,"2012","2012_Pres-G_AZ","AZ","Pres-G","Pres-G","YouGov",391,2012-11-02,702,"Barack Obama","DEM",44,"Mitt Romney","REP",52,NA,-8,2012-11-06,44.45,53.48,-9.04,1.04,1.04,1,"","","YouGov",4,-0.450000000000003,-1.48,"no","Online",TRUE,4
"6504",30703,36991,657,"2012","2012_Pres-G_CA","CA","Pres-G","Pres-G","YouGov",391,2012-11-02,1575,"Barack Obama","DEM",55,"Mitt Romney","REP",40,NA,15,2012-11-06,60.16,37.07,23.09,8.09,-8.09,1,"","","YouGov",4,-5.16,2.93,"no","Online",TRUE,5
"6505",30712,37008,658,"2012","2012_Pres-G_CO","CO","Pres-G","Pres-G","YouGov",391,2012-11-02,752,"Barack Obama","DEM",48,"Mitt Romney","REP",47,NA,1,2012-11-06,51.45,46.09,5.36,4.36,-4.36,1,"","","YouGov",4,-3.45,0.909999999999997,"no","Online",TRUE,5
"6507",30702,36989,659,"2012","2012_Pres-G_CT","CT","Pres-G","Pres-G","YouGov",391,2012-11-02,895,"Barack Obama","DEM",54,"Mitt Romney","REP",39,NA,15,2012-11-06,58.06,40.72,17.33,2.33,-2.33,1,"","","YouGov",4,-4.06,-1.72,"no","Online",TRUE,7
"6509",30711,37006,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","YouGov",391,2012-11-02,1621,"Barack Obama","DEM",47,"Mitt Romney","REP",48,NA,-1,2012-11-06,49.9,49.03,0.88,1.88,-1.88,0,"","","YouGov",4,-2.9,-1.03,"no","Online",TRUE,5
"6510",30687,36960,663,"2012","2012_Pres-G_GA","GA","Pres-G","Pres-G","YouGov",391,2012-11-02,1070,"Barack Obama","DEM",44,"Mitt Romney","REP",52,NA,-8,2012-11-06,45.39,53.19,-7.8,0.2,-0.2,1,"","","YouGov",4,-1.39,-1.19,"no","Online",TRUE,4
"6512",30710,37004,665,"2012","2012_Pres-G_IA","IA","Pres-G","Pres-G","YouGov",391,2012-11-02,1040,"Barack Obama","DEM",48,"Mitt Romney","REP",47,NA,1,2012-11-06,51.99,46.18,5.81,4.81,-4.81,1,"","","YouGov",4,-3.99,0.82,"no","Online",TRUE,5
"6513",30701,36987,667,"2012","2012_Pres-G_IL","IL","Pres-G","Pres-G","YouGov",391,2012-11-02,1126,"Barack Obama","DEM",57,"Mitt Romney","REP",38,NA,19,2012-11-06,57.5,40.66,16.84,2.16,2.16,1,"","","YouGov",4,-0.5,-2.66,"no","Online",TRUE,5
"6514",30688,36961,668,"2012","2012_Pres-G_IN","IN","Pres-G","Pres-G","YouGov",391,2012-11-02,768,"Barack Obama","DEM",44,"Mitt Romney","REP",51,NA,-7,2012-11-06,43.84,54.04,-10.2,3.2,3.2,1,"","","YouGov",4,0.159999999999997,-3.04,"no","Online",TRUE,5
"6517",30700,36985,672,"2012","2012_Pres-G_MA","MA","Pres-G","Pres-G","YouGov",391,2012-11-02,811,"Barack Obama","DEM",57,"Mitt Romney","REP",37,NA,20,2012-11-06,60.67,37.52,23.15,3.15,-3.15,1,"","","YouGov",4,-3.67,-0.520000000000003,"no","Online",TRUE,6
"6518",30699,36983,673,"2012","2012_Pres-G_MD","MD","Pres-G","Pres-G","YouGov",391,2012-11-02,705,"Barack Obama","DEM",59,"Mitt Romney","REP",37,NA,22,2012-11-06,61.97,35.9,26.08,4.08,-4.08,1,"","","YouGov",4,-2.97,1.1,"no","Online",TRUE,4
"6524",30698,36981,675,"2012","2012_Pres-G_MI","MI","Pres-G","Pres-G","YouGov",391,2012-11-02,1091,"Barack Obama","DEM",51,"Mitt Romney","REP",44,NA,7,2012-11-06,54.04,44.58,9.47,2.47,-2.47,1,"","","YouGov",4,-3.04,-0.579999999999998,"no","Online",TRUE,5
"6526",30697,36979,676,"2012","2012_Pres-G_MN","MN","Pres-G","Pres-G","YouGov",391,2012-11-02,790,"Barack Obama","DEM",52,"Mitt Romney","REP",44,NA,8,2012-11-06,52.65,44.96,7.69,0.31,0.31,1,"","","YouGov",4,-0.649999999999999,-0.960000000000001,"no","Online",TRUE,4
"6527",30689,36963,677,"2012","2012_Pres-G_MO","MO","Pres-G","Pres-G","YouGov",391,2012-11-02,779,"Barack Obama","DEM",42,"Mitt Romney","REP",53,NA,-11,2012-11-06,44.28,53.64,-9.36,1.64,-1.64,1,"","","YouGov",4,-2.28,-0.640000000000001,"no","Online",TRUE,5
"6528",30709,37003,680,"2012","2012_Pres-G_NC","NC","Pres-G","Pres-G","YouGov",391,2012-11-02,1500,"Barack Obama","DEM",47,"Mitt Romney","REP",49,NA,-2,2012-11-06,48.35,50.39,-2.04,0.04,0.04,1,"","","YouGov",4,-1.35,-1.39,"no","Online",TRUE,4
"6529",30707,36999,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","YouGov",391,2012-11-02,690,"Barack Obama","DEM",47,"Mitt Romney","REP",43,NA,4,2012-11-06,51.98,46.4,5.58,1.58,-1.58,1,"","","YouGov",4,-4.98,-3.4,"no","Online",TRUE,10
"6530",30696,36977,684,"2012","2012_Pres-G_NJ","NJ","Pres-G","Pres-G","YouGov",391,2012-11-02,987,"Barack Obama","DEM",53,"Mitt Romney","REP",41,NA,12,2012-11-06,58.25,40.5,17.74,5.74,-5.74,1,"","","YouGov",4,-5.25,0.5,"no","Online",TRUE,6
"6531",30695,36975,685,"2012","2012_Pres-G_NM","NM","Pres-G","Pres-G","YouGov",391,2012-11-02,650,"Barack Obama","DEM",49,"Mitt Romney","REP",43,NA,6,2012-11-06,52.99,42.84,10.15,4.15,-4.15,1,"","","YouGov",4,-3.99,0.159999999999997,"no","Online",TRUE,8
"6532",30706,36997,686,"2012","2012_Pres-G_NV","NV","Pres-G","Pres-G","YouGov",391,2012-11-02,732,"Barack Obama","DEM",49,"Mitt Romney","REP",45,NA,4,2012-11-06,52.36,45.68,6.68,2.68,-2.68,1,"","","YouGov",4,-3.36,-0.68,"no","Online",TRUE,6
"6533",30694,36973,687,"2012","2012_Pres-G_NY","NY","Pres-G","Pres-G","YouGov",391,2012-11-02,1430,"Barack Obama","DEM",59,"Mitt Romney","REP",36,NA,23,2012-11-06,63.35,35.17,28.18,5.18,-5.18,1,"","","YouGov",4,-4.35,0.829999999999998,"no","Online",TRUE,5
"6536",30705,36995,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","YouGov",391,2012-11-02,1620,"Barack Obama","DEM",49,"Mitt Romney","REP",46,NA,3,2012-11-06,50.58,47.6,2.97,0.03,0.03,1,"","","YouGov",4,-1.58,-1.6,"no","Online",TRUE,5
"6538",30693,36971,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","YouGov",391,2012-11-02,1273,"Barack Obama","DEM",52,"Mitt Romney","REP",44,NA,8,2012-11-06,51.95,46.57,5.38,2.62,2.62,1,"","","YouGov",4,0.0499999999999972,-2.57,"no","Online",TRUE,4
"6540",30690,36965,695,"2012","2012_Pres-G_TN","TN","Pres-G","Pres-G","YouGov",391,2012-11-02,697,"Barack Obama","DEM",42,"Mitt Romney","REP",53,NA,-11,2012-11-06,39.04,59.42,-20.38,9.38,9.38,1,"","","YouGov",4,2.96,-6.42,"no","Online",TRUE,5
"6541",30691,36967,696,"2012","2012_Pres-G_TX","TX","Pres-G","Pres-G","YouGov",391,2012-11-02,1563,"Barack Obama","DEM",38,"Mitt Romney","REP",57,NA,-19,2012-11-06,41.35,57.13,-15.77,3.23,-3.23,1,"","","YouGov",4,-3.35,-0.130000000000003,"no","Online",TRUE,5
"6543",30708,37001,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","YouGov",391,2012-11-02,1497,"Barack Obama","DEM",48,"Mitt Romney","REP",46,NA,2,2012-11-06,51.16,47.28,3.87,1.87,-1.87,1,"","","YouGov",4,-3.16,-1.28,"no","Online",TRUE,6
