"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias"
"6536",30705,36995,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","YouGov",391,2012-11-02,1620,"Barack Obama","DEM",49,"Mitt Romney","REP",46,NA,3,2012-11-06,50.58,47.6,2.97,0.03,0.03,1,"","","YouGov",4,-1.58,-1.6
"6537",30678,36938,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","MhlnbrC",219,2012-11-02,430,"Barack Obama","DEM",49,"Mitt Romney","REP",46,NA,3,2012-11-06,51.95,46.57,5.38,2.38,-2.38,1,"","","Muhlenberg College",4,-2.95,-0.57
"6538",30693,36971,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","YouGov",391,2012-11-02,1273,"Barack Obama","DEM",52,"Mitt Romney","REP",44,NA,8,2012-11-06,51.95,46.57,5.38,2.62,2.62,1,"","","YouGov",4,0.0499999999999972,-2.57
"6539",30790,37144,694,"2012","2012_Pres-G_SD","SD","Pres-G","Pres-G","NlsnBrP",231,2012-11-02,633,"Barack Obama","DEM",41,"Mitt Romney","REP",53,NA,-12,2012-11-06,39.87,57.89,-18.02,6.02,6.02,1,"","","Nielson Brothers Polling",4,1.13,-4.89
"6540",30690,36965,695,"2012","2012_Pres-G_TN","TN","Pres-G","Pres-G","YouGov",391,2012-11-02,697,"Barack Obama","DEM",42,"Mitt Romney","REP",53,NA,-11,2012-11-06,39.04,59.42,-20.38,9.38,9.38,1,"","","YouGov",4,2.96,-6.42
"6541",30691,36967,696,"2012","2012_Pres-G_TX","TX","Pres-G","Pres-G","YouGov",391,2012-11-02,1563,"Barack Obama","DEM",38,"Mitt Romney","REP",57,NA,-19,2012-11-06,41.35,57.13,-15.77,3.23,-3.23,1,"","","YouGov",4,-3.35,-0.130000000000003
"6542",30746,37056,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","MrstCll",183,2012-11-02,1165,"Barack Obama","DEM",48,"Mitt Romney","REP",47,NA,1,2012-11-06,51.16,47.28,3.87,2.87,-2.87,1,"","","Marist College",4,-3.16,-0.280000000000001
"6543",30708,37001,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","YouGov",391,2012-11-02,1497,"Barack Obama","DEM",48,"Mitt Romney","REP",46,NA,2,2012-11-06,51.16,47.28,3.87,1.87,-1.87,1,"","","YouGov",4,-3.16,-1.28
"6544",30662,36909,700,"2012","2012_Pres-G_WA","WA","Pres-G","Pres-G","PblcPlP",263,2012-11-02,932,"Barack Obama","DEM",53,"Mitt Romney","REP",46,NA,7,2012-11-06,55.8,41.03,14.77,7.77,-7.77,1,"among 'voters'","","Public Policy Polling",4,-2.8,4.97
"6545",30692,36969,700,"2012","2012_Pres-G_WA","WA","Pres-G","Pres-G","YouGov",391,2012-11-02,837,"Barack Obama","DEM",54,"Mitt Romney","REP",40,NA,14,2012-11-06,55.8,41.03,14.77,0.77,-0.77,1,"","","YouGov",4,-1.8,-1.03
"6546",30753,37091,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","AngsRdG",13,2012-11-02,454,"Barack Obama","DEM",53,"Mitt Romney","REP",46,NA,7,2012-11-06,52.83,45.89,6.94,0.06,0.06,1,"","","Angus Reid Global",4,0.170000000000002,0.109999999999999
"6547",30636,36853,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","GrvInsg",129,2012-11-02,500,"Barack Obama","DEM",48,"Mitt Romney","REP",42,NA,6,2012-11-06,52.83,45.89,6.94,0.94,-0.94,1,"","","Grove Insight",4,-4.83,-3.89
"6548",30704,36993,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","YouGov",391,2012-11-02,1225,"Barack Obama","DEM",50,"Mitt Romney","REP",46,NA,4,2012-11-06,52.83,45.89,6.94,2.94,-2.94,1,"","","YouGov",4,-2.83,0.109999999999999
"6591",30803,37165,8710,"2012","2012_Pres-G_M1","M1","Pres-G","Pres-G","MPpl'RC",180,2012-11-02,469,"Barack Obama","DEM",56.7,"Mitt Romney","REP",39,NA,17.700001,2012-11-06,59.57,38.18,21.39,3.69,-3.69,1,"","","Maine People's Resource Center",4,-2.87,0.82
"6592",30622,36824,8710,"2012","2012_Pres-G_M1","M1","Pres-G","Pres-G","PblcPlP",263,2012-11-02,865,"Barack Obama","DEM",59,"Mitt Romney","REP",39,NA,20,2012-11-06,59.57,38.18,21.39,1.39,-1.39,1,"","","Public Policy Polling",4,-0.57,0.82
"6593",30616,36817,8711,"2012","2012_Pres-G_M2","M2","Pres-G","Pres-G","GrvsMrk",124,2012-11-02,509,"Barack Obama","DEM",50,"Mitt Romney","REP",47,NA,3,2012-11-06,52.94,44.38,8.56,5.56,-5.56,1,"","","Gravis Marketing",4,-2.94,2.62
"6594",30804,37166,8711,"2012","2012_Pres-G_M2","M2","Pres-G","Pres-G","MPpl'RC",180,2012-11-02,436,"Barack Obama","DEM",49.7,"Mitt Romney","REP",45.7,NA,4,2012-11-06,52.94,44.38,8.56,4.56,-4.56,1,"","","Maine People's Resource Center",4,-3.23999999999999,1.32
"6595",30621,36823,8711,"2012","2012_Pres-G_M2","M2","Pres-G","Pres-G","PblcPlP",263,2012-11-02,768,"Barack Obama","DEM",51,"Mitt Romney","REP",46,NA,5,2012-11-06,52.94,44.38,8.56,3.56,-3.56,1,"","","Public Policy Polling",4,-1.94,1.62
"6596",30768,37110,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","ABCN-WP",3,2012-11-03,2345,"Barack Obama","DEM",50,"Mitt Romney","REP",47,NA,3,2012-11-06,51.01,47.15,3.86,0.86,-0.86,1,"","","ABC News-The Washington Post",3,-1.01,-0.149999999999999
"6597",30765,37107,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","AmrcnRG",9,2012-11-03,1200,"Barack Obama","DEM",49,"Mitt Romney","REP",49,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","American Research Group",3,-2.01,1.85
"6598",30732,37037,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","CNN-ORC",37,2012-11-03,693,"Barack Obama","DEM",48.5,"Mitt Romney","REP",48.5,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"average of multiple versions or turnout models listed in poll","","CNN-Opinion Research Corp.",3,-2.51,1.35
"6599",30796,37152,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","GQRR(GQ",126,2012-11-03,1080,"Barack Obama","DEM",49,"Mitt Romney","REP",45,NA,4,2012-11-06,51.01,47.15,3.86,0.14,0.14,1,"","","GQR Research (GQRR)",3,-2.01,-2.15
"6600",30758,37099,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","Gallup",112,2012-11-03,2800.5,"Barack Obama","DEM",48.5,"Mitt Romney","REP",47.5,NA,1,2012-11-06,51.01,47.15,3.86,2.86,-2.86,1,"average of multiple versions or turnout models listed in poll","","Gallup",3,-2.51,0.350000000000001
"6601",30664,36912,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","GglSrvy",122,2012-11-03,2727,"Barack Obama","DEM",44,"Mitt Romney","REP",45,NA,-1,2012-11-06,51.01,47.15,3.86,4.86,-4.86,0,"","","Google Surveys",3,-7.01,-2.15
"6602",30770,37112,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","Ipsos",154,2012-11-03,4725,"Barack Obama","DEM",48,"Mitt Romney","REP",46,NA,2,2012-11-06,51.01,47.15,3.86,1.86,-1.86,1,"","","Ipsos",3,-3.01,-1.15
"6603",30776,37121,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","MnmthUn",215,2012-11-03,1417,"Barack Obama","DEM",48,"Mitt Romney","REP",48,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","Monmouth University",3,-3.01,0.850000000000001
"6604",30760,37100,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","PblcPlP",263,2012-11-03,1300,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.01,47.15,3.86,1.86,-1.86,1,"for Americans United for Change | Daily Kos | Service Employees International Union","D","Public Policy Polling",3,-1.01,0.850000000000001
"6605",30682,36949,656,"2012","2012_Pres-G_AZ","AZ","Pres-G","Pres-G","PblcPlP",263,2012-11-03,1080,"Barack Obama","DEM",46,"Mitt Romney","REP",53,NA,-7,2012-11-06,44.45,53.48,-9.04,2.04,2.04,1,"","","Public Policy Polling",3,1.55,-0.479999999999997
"6606",30789,37143,658,"2012","2012_Pres-G_CO","CO","Pres-G","Pres-G","KtngRsr",161,2012-11-03,603,"Barack Obama","DEM",50,"Mitt Romney","REP",46,NA,4,2012-11-06,51.45,46.09,5.36,1.36,-1.36,1,"","","Keating Research",3,-1.45,-0.0900000000000034
"6607",63662,117169,659,"2012","2012_Pres-G_CT","CT","Pres-G","Pres-G","TCJRsrc",327,2012-11-03,1000,"Barack Obama","DEM",53.5,"Mitt Romney","REP",44.2,NA,9.3000002,2012-11-06,58.06,40.72,17.33,8.03,-8.03,1,"","","TCJ Research",3,-4.56,3.48
"6608",30764,37106,665,"2012","2012_Pres-G_IA","IA","Pres-G","Pres-G","AmrcnRG",9,2012-11-03,600,"Barack Obama","DEM",48,"Mitt Romney","REP",49,NA,-1,2012-11-06,51.99,46.18,5.81,6.81,-6.81,0,"","","American Research Group",3,-3.99,2.82
"6609",63667,117182,672,"2012","2012_Pres-G_MA","MA","Pres-G","Pres-G","TCJRsrc",327,2012-11-03,1000,"Barack Obama","DEM",55.5,"Mitt Romney","REP",42.1,NA,13.4,2012-11-06,60.67,37.52,23.15,9.75,-9.75,1,"","","TCJ Research",3,-5.17,4.58
"6610",30683,36951,677,"2012","2012_Pres-G_MO","MO","Pres-G","Pres-G","PblcPlP",263,2012-11-03,835,"Barack Obama","DEM",45,"Mitt Romney","REP",53,NA,-8,2012-11-06,44.28,53.64,-9.36,1.36,1.36,1,"","","Public Policy Polling",3,0.719999999999999,-0.640000000000001
"6611",63671,117187,677,"2012","2012_Pres-G_MO","MO","Pres-G","Pres-G","TCJRsrc",327,2012-11-03,1000,"Barack Obama","DEM",42.7,"Mitt Romney","REP",55,NA,-12.3,2012-11-06,44.28,53.64,-9.36,2.94,-2.94,1,"","","TCJ Research",3,-1.58,1.36
"6612",30681,36947,679,"2012","2012_Pres-G_MT","MT","Pres-G","Pres-G","PblcPlP",263,2012-11-03,836,"Barack Obama","DEM",45,"Mitt Romney","REP",52,NA,-7,2012-11-06,41.66,55.3,-13.64,6.64,6.64,1,"","","Public Policy Polling",3,3.34,-3.3
"6613",63672,117188,679,"2012","2012_Pres-G_MT","MT","Pres-G","Pres-G","TCJRsrc",327,2012-11-03,1000,"Barack Obama","DEM",44.1,"Mitt Romney","REP",53.5,NA,-9.3999996,2012-11-06,41.66,55.3,-13.64,4.24,4.24,1,"","","TCJ Research",3,2.44,-1.8
"6614",63673,117189,682,"2012","2012_Pres-G_NE","NE","Pres-G","Pres-G","TCJRsrc",327,2012-11-03,1000,"Barack Obama","DEM",38.1,"Mitt Romney","REP",60.1,NA,-22,2012-11-06,38.03,59.8,-21.78,0.22,-0.22,1,"","","TCJ Research",3,0.0700000000000003,0.300000000000004
"6615",30763,37105,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","AmrcnRG",9,2012-11-03,600,"Barack Obama","DEM",49,"Mitt Romney","REP",49,NA,0,2012-11-06,51.98,46.4,5.58,5.58,-5.58,0.5,"","","American Research Group",3,-2.98,2.6
"6616",30749,37087,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","UnvroNH",357,2012-11-03,783,"Barack Obama","DEM",50,"Mitt Romney","REP",46,NA,4,2012-11-06,51.98,46.4,5.58,1.58,-1.58,1,"","","University of New Hampshire",3,-1.98,-0.399999999999999
"6617",30794,37148,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","AngsRdG",13,2012-11-03,540,"Barack Obama","DEM",51,"Mitt Romney","REP",48,NA,3,2012-11-06,50.58,47.6,2.97,0.03,0.03,1,"","","Angus Reid Global",3,0.420000000000002,0.399999999999999
"6618",30761,37102,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","SrvyUSA",325,2012-11-03,803,"Barack Obama","DEM",49,"Mitt Romney","REP",44,NA,5,2012-11-06,50.58,47.6,2.97,2.03,2.03,1,"","","SurveyUSA",3,-1.58,-3.6
"6619",63687,117213,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","TCJRsrc",327,2012-11-03,1000,"Barack Obama","DEM",47.9,"Mitt Romney","REP",50.6,NA,-2.7,2012-11-06,50.58,47.6,2.97,5.67,-5.67,0,"","","TCJ Research",3,-2.68,3
"6620",30774,37117,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","AngsRdG",13,2012-11-03,507,"Barack Obama","DEM",51,"Mitt Romney","REP",47,NA,4,2012-11-06,51.95,46.57,5.38,1.38,-1.38,1,"","","Angus Reid Global",3,-0.950000000000003,0.43
"6621",30665,36914,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","PblcPlP",263,2012-11-03,790,"Barack Obama","DEM",52,"Mitt Romney","REP",46,NA,6,2012-11-06,51.95,46.57,5.38,0.62,0.62,1,"","","Public Policy Polling",3,0.0499999999999972,-0.57
"6622",63712,117248,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","TCJRsrc",327,2012-11-03,1000,"Barack Obama","DEM",47.8,"Mitt Romney","REP",50.8,NA,-3,2012-11-06,51.16,47.28,3.87,6.87,-6.87,0,"","","TCJ Research",3,-3.36,3.52
"6623",30808,37170,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","ZIn-JZA",395,2012-11-03,814,"Barack Obama","DEM",52,"Mitt Romney","REP",44,NA,8,2012-11-06,51.16,47.28,3.87,4.13,4.13,1,"","","Zogby Interactive-JZ Analytics",3,0.840000000000003,-3.28
"6624",30666,36916,701,"2012","2012_Pres-G_WI","WI","Pres-G","Pres-G","PblcPlP",263,2012-11-03,1256,"Barack Obama","DEM",51,"Mitt Romney","REP",48,NA,3,2012-11-06,52.83,45.89,6.94,3.94,-3.94,1,"","","Public Policy Polling",3,-1.83,2.11
"6653",30792,37146,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","CVOTER",40,2012-11-04,3000,"Barack Obama","DEM",49,"Mitt Romney","REP",48,NA,1,2012-11-06,51.01,47.15,3.86,2.86,-2.86,1,"","","CVOTER",2,-2.01,0.850000000000001
"6654",30743,37085,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","GglSrvy",122,2012-11-04,2530,"Barack Obama","DEM",44.8,"Mitt Romney","REP",44.5,NA,0.30000001,2012-11-06,51.01,47.15,3.86,3.56,-3.56,1,"","","Google Surveys",2,-6.21,-2.65
"6655",30737,37042,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","GrvsMrk",124,2012-11-04,872,"Barack Obama","DEM",48,"Mitt Romney","REP",48,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","Gravis Marketing",2,-3.01,0.850000000000001
"6656",30799,37160,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2012-11-04,712,"Barack Obama","DEM",50.3,"Mitt Romney","REP",48.7,NA,1.6,2012-11-06,51.01,47.15,3.86,2.26,-2.26,1,"","","IBD-TIPP",2,-0.710000000000001,1.55
"6657",30800,37161,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2012-11-04,3000,"Barack Obama","DEM",48,"Mitt Romney","REP",49,NA,-1,2012-11-06,51.01,47.15,3.86,4.86,-4.86,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-3.01,1.85
"6658",30807,37169,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2012-11-04,1041,"Barack Obama","DEM",47,"Mitt Romney","REP",47,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","Zogby Interactive-JZ Analytics",2,-4.01,-0.149999999999999
"6659",30787,37141,658,"2012","2012_Pres-G_CO","CO","Pres-G","Pres-G","Ipsos",154,2012-11-04,774,"Barack Obama","DEM",48,"Mitt Romney","REP",47,NA,1,2012-11-06,51.45,46.09,5.36,4.36,-4.36,1,"","","Ipsos",2,-3.45,0.909999999999997
"6660",30756,37096,658,"2012","2012_Pres-G_CO","CO","Pres-G","Pres-G","PblcPlP",263,2012-11-04,1096,"Barack Obama","DEM",52,"Mitt Romney","REP",46,NA,6,2012-11-06,51.45,46.09,5.36,0.64,0.64,1,"","","Public Policy Polling",2,0.549999999999997,-0.0900000000000034
"6661",63661,117167,658,"2012","2012_Pres-G_CO","CO","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",48,"Mitt Romney","REP",50.6,NA,-2.5999999,2012-11-06,51.45,46.09,5.36,7.96,-7.96,0,"","","TCJ Research",2,-3.45,4.51
"6662",30785,37135,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","Ipsos",154,2012-11-04,769,"Barack Obama","DEM",47,"Mitt Romney","REP",48,NA,-1,2012-11-06,49.9,49.03,0.88,1.88,-1.88,0,"","","Ipsos",2,-2.9,-1.03
"6663",30744,37054,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","OSvv-IA",243,2012-11-04,437,"Barack Obama","DEM",47,"Mitt Romney","REP",52,NA,-5,2012-11-06,49.9,49.03,0.88,5.88,-5.88,0,"","","Opinion Savvy-InsiderAdvantage",2,-2.9,2.97
"6664",30748,37061,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","PblcPlP",263,2012-11-04,955,"Barack Obama","DEM",50,"Mitt Romney","REP",49,NA,1,2012-11-06,49.9,49.03,0.88,0.12,0.12,1,"","","Public Policy Polling",2,0.100000000000001,-0.0300000000000011
"6665",63664,117171,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",46.8,"Mitt Romney","REP",51.4,NA,-4.5999999,2012-11-06,49.9,49.03,0.88,5.48,-5.48,0,"","","TCJ Research",2,-3.1,2.37
"6666",30806,37168,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","ZIn-JZA",395,2012-11-04,876,"Barack Obama","DEM",48,"Mitt Romney","REP",48,NA,0,2012-11-06,49.9,49.03,0.88,0.88,-0.88,0.5,"","","Zogby Interactive-JZ Analytics",2,-1.9,-1.03
"6667",30728,37030,665,"2012","2012_Pres-G_IA","IA","Pres-G","Pres-G","PblcPlP",263,2012-11-04,1122,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.99,46.18,5.81,3.81,-3.81,1,"","","Public Policy Polling",2,-1.99,1.82
"6668",63666,117181,665,"2012","2012_Pres-G_IA","IA","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",48.4,"Mitt Romney","REP",50.4,NA,-2,2012-11-06,51.99,46.18,5.81,7.81,-7.81,0,"","","TCJ Research",2,-3.59,4.22
"6669",30795,37150,675,"2012","2012_Pres-G_MI","MI","Pres-G","Pres-G","MtchR&C",213,2012-11-04,1305,"Barack Obama","DEM",51,"Mitt Romney","REP",46,NA,5,2012-11-06,54.04,44.58,9.47,4.47,-4.47,1,"","","Mitchell Research & Communications",2,-3.04,1.42
"6670",63670,117186,676,"2012","2012_Pres-G_MN","MN","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",50.3,"Mitt Romney","REP",48.1,NA,2.2,2012-11-06,52.65,44.96,7.69,5.49,-5.49,1,"","","TCJ Research",2,-2.35,3.14
"6671",30738,37043,680,"2012","2012_Pres-G_NC","NC","Pres-G","Pres-G","GrvsMrk",124,2012-11-04,1130,"Barack Obama","DEM",46,"Mitt Romney","REP",50,NA,-4,2012-11-06,48.35,50.39,-2.04,1.96,-1.96,1,"","","Gravis Marketing",2,-2.35,-0.390000000000001
"6672",30745,37086,680,"2012","2012_Pres-G_NC","NC","Pres-G","Pres-G","PblcPlP",263,2012-11-04,926,"Barack Obama","DEM",49.2,"Mitt Romney","REP",49.4,NA,-0.2,2012-11-06,48.35,50.39,-2.04,1.84,1.84,1,"for Vote Vets Action Fund","D","Public Policy Polling",2,0.850000000000001,-0.990000000000002
"6673",30754,37093,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","NwEnglC",228,2012-11-04,687,"Barack Obama","DEM",50,"Mitt Romney","REP",46,NA,4,2012-11-06,51.98,46.4,5.58,1.58,-1.58,1,"","","New England College",2,-1.98,-0.399999999999999
"6674",30729,37031,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","PblcPlP",263,2012-11-04,1550,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.98,46.4,5.58,3.58,-3.58,1,"","","Public Policy Polling",2,-1.98,1.6
"6675",30752,37090,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","RRp-POR",277,2012-11-04,750,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.98,46.4,5.58,3.58,-3.58,1,"","","Rasmussen Reports-Pulse Opinion Research",2,-1.98,1.6
"6676",63674,117190,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",49,"Mitt Romney","REP",49.3,NA,-0.30000001,2012-11-06,51.98,46.4,5.58,5.88,-5.88,0,"","","TCJ Research",2,-2.98,2.9
"6677",30755,37094,686,"2012","2012_Pres-G_NV","NV","Pres-G","Pres-G","PblcPlP",263,2012-11-04,750,"Barack Obama","DEM",51,"Mitt Romney","REP",47,NA,4,2012-11-06,52.36,45.68,6.68,2.68,-2.68,1,"","","Public Policy Polling",2,-1.36,1.32
"6678",63681,117206,686,"2012","2012_Pres-G_NV","NV","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",51.2,"Mitt Romney","REP",47.1,NA,4.0999999,2012-11-06,52.36,45.68,6.68,2.58,-2.58,1,"","","TCJ Research",2,-1.16,1.42
"6679",30783,37131,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","Ipsos",154,2012-11-04,680,"Barack Obama","DEM",50,"Mitt Romney","REP",46,NA,4,2012-11-06,50.58,47.6,2.97,1.03,1.03,1,"","","Ipsos",2,-0.579999999999998,-1.6
"6680",30741,37047,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","PblcPlP",263,2012-11-04,1000,"Barack Obama","DEM",52,"Mitt Romney","REP",47,NA,5,2012-11-06,50.58,47.6,2.97,2.03,2.03,1,"","","Public Policy Polling",2,1.42,-0.600000000000001
"6681",30766,37153,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","RRp-POR",277,2012-11-04,750,"Barack Obama","DEM",49,"Mitt Romney","REP",49,NA,0,2012-11-06,50.58,47.6,2.97,2.97,-2.97,0.5,"","","Rasmussen Reports-Pulse Opinion Research",2,-1.58,1.4
"6682",63688,117214,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",47.6,"Mitt Romney","REP",51,NA,-3.4000001,2012-11-06,50.58,47.6,2.97,6.37,-6.37,0,"","","TCJ Research",2,-2.98,3.4
"6683",30805,37167,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","ZIn-JZA",395,2012-11-04,832,"Barack Obama","DEM",51,"Mitt Romney","REP",44,NA,7,2012-11-06,50.58,47.6,2.97,4.03,4.03,1,"","","Zogby Interactive-JZ Analytics",2,0.420000000000002,-3.6
"6684",63691,117217,691,"2012","2012_Pres-G_PA","PA","Pres-G","Pres-G","TCJRsrc",327,2012-11-04,1000,"Barack Obama","DEM",50,"Mitt Romney","REP",48.3,NA,1.7,2012-11-06,51.95,46.57,5.38,3.68,-3.68,1,"","","TCJ Research",2,-1.95,1.73
"6685",30781,37127,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","Ipsos",154,2012-11-04,828,"Barack Obama","DEM",48,"Mitt Romney","REP",46,NA,2,2012-11-06,51.16,47.28,3.87,1.87,-1.87,1,"","","Ipsos",2,-3.16,-1.28
"6686",30742,37049,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","PblcPlP",263,2012-11-04,975,"Barack Obama","DEM",51,"Mitt Romney","REP",47,NA,4,2012-11-06,51.16,47.28,3.87,0.13,0.13,1,"","","Public Policy Polling",2,-0.159999999999997,-0.280000000000001
"6702",30801,37162,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","GU(Btt)",114,2012-11-05,1000,"Barack Obama","DEM",47,"Mitt Romney","REP",47,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","Georgetown University (Battleground)",1,-4.01,-0.149999999999999
"6703",30772,37114,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","GglSrvy",122,2012-11-05,3252,"Barack Obama","DEM",45.2,"Mitt Romney","REP",42.9,NA,2.3,2012-11-06,51.01,47.15,3.86,1.56,-1.56,1,"","","Google Surveys",1,-5.81,-4.25
"6704",63710,117239,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","TCJRsrc",327,2012-11-05,1500,"Barack Obama","DEM",46.5,"Mitt Romney","REP",50.8,NA,-4.3000002,2012-11-06,51.01,47.15,3.86,8.16,-8.16,0,"","","TCJ Research",1,-4.51,3.65
"6705",30769,37111,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","GrvsMrk",124,2012-11-05,1316,"Barack Obama","DEM",49,"Mitt Romney","REP",48,NA,1,2012-11-06,50.58,47.6,2.97,1.97,-1.97,1,"","","Gravis Marketing",1,-1.58,0.399999999999999
"7813",47078,73672,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","QnnpcUn",267,2016-10-18,1007,"Hillary Rodham Clinton","DEM",48.5,"Donald Trump","REP",42,NA,6.5,2016-11-08,48.02,45.93,2.09,4.41,4.41,1,"average of multiple versions or turnout models listed in poll","","Quinnipiac University",21,0.479999999999997,-3.93
"7814",47091,73708,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2016-10-18,1500,"Hillary Rodham Clinton","DEM",40,"Donald Trump","REP",43,NA,-3,2016-11-08,48.02,45.93,2.09,5.09,-5.09,0,"","","Rasmussen Reports-Pulse Opinion Research",21,-8.02,-2.93
"7815",47097,73719,605,"2016","2016_Pres-G_AZ","AZ","Pres-G","Pres-G","DtOrbtl",73,2016-10-18,550,"Hillary Rodham Clinton","DEM",41,"Donald Trump","REP",41,NA,0,2016-11-08,44.58,48.08,-3.5,3.5,3.5,0.5,"","","Data Orbital",21,-3.58,-7.08
"7816",47177,73852,611,"2016","2016_Pres-G_FL","FL","Pres-G","Pres-G","ChrryCm",49,2016-10-18,507,"Hillary Rodham Clinton","DEM",46,"Donald Trump","REP",42,NA,4,2016-11-08,47.41,48.6,-1.19,5.19,5.19,0,"for Florida Chamber of Commerce","R","Cherry Communications",21,-1.41,-6.6
"7817",47250,73944,611,"2016","2016_Pres-G_FL","FL","Pres-G","Pres-G","Lucid",175,2016-10-18,892,"Hillary Rodham Clinton","DEM",45,"Donald Trump","REP",39,NA,6,2016-11-08,47.41,48.6,-1.19,7.19,7.19,0,"","","Lucid",21,-2.41,-9.6
